c5	remark
19950716018579A	DETECTED ENGINE VIBRATION ON CLIMBOUT. BEGAN RETURN. ENGINE SIEZED. STALLED. FUEL MIXTURE TOO LEAN. DETONATED. (-23) ON JULY 16, 1995 AT 0815 CENTRAL DAYLIGHT TIME (CDT), A CESSNA U206C, N29000 OPERATED BY AN ATP RATED PILOT WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING FOLLOWING AN ENGINE FAILURE DURING A DEPARTURE CLIMB. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT. THE 14 CFR PART 91 FLIGHT HAD BEEN OPERATING ON AN INSTRUMENT FLIGHT PLAN. THE PILOT AND PASSENGERS REPORTED NO INJURIES. THE FLIGHT DEPARTED SLOVLIN FIELD INTERNATIONAL AIRPORT, WILLISTON, ND.
19960815029529I	NARRATIVE: AFTER LANDING, DURING ROLL OUT, PILOT RAISED THE GEAR BY ACCIDENT. AIRCRAFT SUSTAINED MINOR DAMAGE TO THE NOSE GEAR AND PROPELLER. THE MAIN GEARS DID NOT RETRACT.
19971110046639I	(-23) M & D REPORT TO BE FILED ON GEAR.
19991127045269I	(-23)ON 11/27/99 CESSNA N67292 LOST ENGINE POWER DURING GROUND REFERENCE MANEUVERS, THEY WERE UNABLE TO HOLD ALTITUDE AND MADE AN EMERGENCY LANDING IN A FIELD NEAR HOCKLEY, TEXAS. THE AIRCRAFT LANDED WITHOUT INCIDENT. IT WAS LATER DETERMINED THAT THE ENGINE HAD ONE CYLINDER INOP DUE TO BAD SPARK PLUGS.
19980130000819A	LOST POWER ON CLIMBOUT. NOSED OVER LANDING IN OPEN FIELD. INDICATES CARBURETOR ICING THE CULPRIT. (.4)SHORTLY AFTER TAKEOFF, THE ENGINE LOST POWER.  THE PILOT REVERSED COURSE AND APPLIED CARBURETOR HEAT.  WITH LITTLE ALTITUDE REMAINING AND FAILING TO RESTORE ENGINE POWER, THE PILOT MADE A FORCED LANDING IN A SNOW FIELD AND THE AIRPLANE NOSED OVER.  DURING THE PREFLIGHT INSPECTION, THE PILOT FOUND NO WATER OR CONTAMINANTS IN THE FUEL SUMPS.  NO IRREGULARITIES WERE NOTED DURING THE PRETAKEOFF ENGINE RUN.  FULL POWER WAS ATTAINED DURING THE TAKEOFF ROLL, AND PERFORMANCE WAS TYPICAL FOR THE CONDITIONS.  THE PILOT TOLD AN FAA INSPECTOR THAT ICE MAY HAVE FORMED IN THE CARBURETOR.  AT THE TIME OF THE ACCIDENT, THE TEMPERATURE AT HAYDEN, COLORADO, LOCATED 18 MILES WEST OF THE ACCIDENT SITE, WAS 25 DEGREES F., AND THE DEW POINT 12 DEGREES F.  ACCORDING TO THE ICING PROBABILITY CHART, THESE CONDITIONS ARE NOT CONDUCIVE TO CARBURETOR ICING.  THE ENGINE WAS LATER FUNCTIONALLY TESTED.  DURING THE TEST, THE TEMPERATURE WAS 24 DEGREES F., AND THE DEW POINT WAS 20 DEGREES F.  THE ENGINE OPERATED SATISFACTORILY.  AFTER THE ENGINE WAS SHUT DOWN, TH                                                    ICK FROST WAS NOTED ON THE CARBURETOR HOUSING. ACCORDING TO THE ICING PROBABILITY CHART, THESE CONDITIONS ARE CONDUCTIVE TO CARBUREOTR ICING AT CRUISE POWER AND DURING A GLIDE.                                                (-23)AIRCRAFT DEPARTED SBS, TAKE-OFF AND INITITAL CLIMB OUT WAS NORMAL.  AT 500-600 FEET AGL AIRCRAFT LOST POWER.  PILOT WAS UNABLE TO REGAIN POWER AND AIRCRAFT LANDED IN AN OPEN FIELD AND FLIPPED OVER SUSTAINING MAJOR DAMAGE.  AT TIME OF ACCIDENT TEMP -4 DEGREE C DEW POINT -11 DEGREE C.
19990626007709A	ACFT SPUN AROUND AFTER LANDING, AND THE MAIN LANDING GEAR COLLAPSED. (.19)ON JUNE 26, 1999, AT 1610 EASTERN DAYLIGHT TIME (EDT), A BOEING STEARMAN B75N1, N2PP, GROUND LOOPED ON WHILE LANDING ON RUNWAY 23 AT THE BATTLE CREEK INTERNATIONAL AIRPORT, KALAMAZOO, MICHIGAN.  THE AIRPLANE WAS SUBSTANTIALLY DAMAGED.  THE PILOT AND PASSENGER WERE NOT INJURED.  THE 14 CFR PART 91 PLEASURE FLIGHT WAS OPERATING IN VISUAL METEOROLOGICAL CONDITIONS WITHOUT A FLIGHT PLAN.  THE LOCAL FLIGHT ORIGINATED FROM KALAMAZOO, MICHIGAN, ABOUT 1555 EDT.                                                               (-23)LOSS OF DIRECTIONAL CONTROL, BELIEVED PILOT INDUCED.  AIRCRAFT DAMAGE WAS SUBSTANTIAL, NO INJURIES.
19970404012599I	NARRATIVE: PILOT ATKINS DEPARTED PIECE CO-THUN AIRPORT, WASHINGTON AT 0735 PST ENROUTE TO POCATELLO, IDAHO. 15.6 NM WEST OF POCATELLO AIRPORT THE PILOT REPORTED TO THE POCATELLO TOWER THAT HE HAD A FUEL DELIVERY PROBLEM AND WAS GOING TO LAND IN A FIELD OR ROAD. THE AIRCRAFT LANDED AT 1204 MST IN A FIELD WITHOUT INCIDENT. THERE WAS NO DAMAGE TO THE AIRCRAFT. ACCORDING TO THE PILOT, HIS FUEL GAGE WAS INDICATING THAT HE HAD 7 GALLONS REMAINING. AFTER LANDING THE PILOT DETERMINED THAT BOTH FUEL TANKS WERE EMPTY. ACCORDING TO THE PILOT, THE AIRPLANE HAS A MAZDA 150 HP ROTARY ENGINE WHICH BURNS 8.5 GAL/HR. THERE SHOULD HAVE BEEN 4 HRS AND 28 MINUTES TO FUEL EXHAUSTION (38GAL/8.5GAL/HR) THE ACTUAL TIME TO FULL EXHAUSTION WAS 3 HRS AND 29 MINUTES (1204 MST - 835 MST). THE PROBABLE CAUSE, FOR THE PILOT TO CONTINUE HIS FLIGHT TO FUEL EXHAUSTION, WAS THE ERRONEOUS INDICATION OF THE FUEL GAUGE. THE PILOT CONTINUED HIS FLIGHT TO LAKELAND, FLORIDA, BUT LIMITED HIS TIME EN ROUTE TO TWO HOUR SEGMENTS. THIS IS THE FINAL REPORT.
19951125038309A	VFR PILOT CAUGHT ON TOP LOST CONTROL TRYING VECTORED DESCENT THROUGH CLOUDS. SPATIAL DISORIENTATION. SPIRAL DIVE.
19990630023059A	(.19) ON JUNE 30, 1999, ABOUT 1700 ALASKA DAYLIGHT TIME, A TUNDRA TIRE EQUIPPED CESSNA 170B AIRPLANE, N2806C, SUSTAINED SUBSTANTIAL DAMAGE WHEN IT GROUND LOOPED DURING TAKEOFF FROM THE NEW WASILLA AIRPORT, WASILLA, ALASKA.  THE SOLO STUDENT PILOT WAS NOT INJURED.  THE AIRPLANE WAS OWNED AND OPERATED BY THE PILOT.  THE FLIGHT WAS CONDUCTED UNDER 14 CFR PART 91 AS A TRAINING FLIGHT.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT, AND NO FLIGHT PLAN WAS FILED. THE PILOT TOLD THE NTSB INVESTIGATOR-IN-CHARGE, DURING A TELEPHONE INTERVIEW ON AUGUST 12, THAT DURING THE INITIAL TAKEOFF FROM RUNWAY 21, THE AIRPLANE'S NOSE INITIALLY SWERVED RIGHT.  THE PILOT SAID HE OVERCORRECTED, THE 29 INCH BY 11 INCH TIRES GRABBED THE WARM, NEWLY SURFACED ASPHALT, AND THE AIRPLANE GROUND LOOPED TO THE LEFT.  THE RIGHT WINGTIP STRUCK THE RUNWAY, THE RIGHT MAIN LANDING GEAR SUPPORT STRUCTURE FAILED, AND THE RIGHT MAIN LANDING GEAR COLLAPSED.  THE PILOT DESCRIBED A 90 DEGREE LEFT CROSSWIND OF 10 KNOTS.  RUNWAY 21 MEASURES 3,700 FEET LONG BY 75 FEET WIDE.  THE PILOT HAD ACCUMULATED ABOUT 25 HOURS OF TOTAL FLIGHT EXPERIENCE, ALL IN THE ACCIDENT AIRPLANE, AT THE TIME OF THE ACCIDENT.   (-23) ON JUNE 30 1999, APPROXIMATELY 1730 ALASKA DAYLIGHT TIME, A CESSNA CE-170-E, N2806C, OPERATING UNDER PART 91 BY A STUDENT PILOT WITH CFI PERMISSION, GROUND-LOOPED AT FULL POWER DURING TAKE OFF FROM RUNWAY 21, OF THE NEW WASILLA AIRPORT, IN WASILLA, ALASKA. THE STUDENT PILOT, USING A PAVED RUNWAY FOR THE FIRST TIME, REPORTED TO HAVE MADE A STEERING CORRECTION WHICH CAUSED THE AIRCRAFT TO SHARPLY SPIN LEFT. THE STUDENT PILOT WAS ALONE AND RECEIVED NO INJURIES. THE AIRCRAFT IS SUBSTANTIALLY DAMAGED. (.4) THE SOLO STUDENT PILOT WAS ATTEMPTING TO TAKEOFF WITH A 10 KNOT LEFT CROSSWIND. HE TOLD THE NTSB INVESTIGATOR-IN-CHARGE THE AIRPLANE'S NOSE INITIALLY SWERVED RIGHT. THE PILOT SAID HE OVERCORRECTED, AND THE 29 INCH TUNDRA TIRES GRABBED THE WARM, DRY, NEWLY SURFACED ASPHALT. THE AIRPLANE GROUND LOOPED TO THE LEFT, COLLAPSING THE RIGHT MAIN LANDING GEAR ASSEMBLY, AND DAMAGING THE RIGHT WING. THE PILOT HAD ACCUMULATED 24 HOURS OF TOTAL FLIGHT EXPERIENCE AT THE TIME OF THE ACCIDENT.
19990201000969I	ACFT LANDING GEAR COLLAPSED ON LANDING. IN PROCESS OF FLYING A COUPLED INSTRUMENT APPROACH TO RUNWAY 36 AT READING, PA (RDG), PILOT DID NOT ENSURE THAT LANDING GEAR WERE LOCKED DOWN, ON TOUCHING DOWN, LANDING GEAR COLLAPSED.
19970520032039I	(-23) NO NARRATIVE AVAILABLE.
19990822044449A	(-23) THE PILOT LANDED LONG. HIS MOMENTUM CARRIED HIM OFF THE END OF THE RUNWAY AND DOWN AN EMBANKMENT. THE A/C NOSE STRUCK A DIRT ROAD BELOW AND BECAME INVERTED.
19950610047881A	TURNING UP WIND AFTER TAKEOFF COLLIDED WITH N10913 THAT WAS ENTERING THE PATTERN. NO RECORD OF POSITION ON CTAF.
19950606014549A	FUEL GAGE WENT TO ZERO ON CLIMBOUT. LOST POWER. NOSED OVER IN ALFALFA. FLOAT WIRE BENT. SHOWED FULL AT NEAR EMPTY.
19961023038529I	RAN OUT OF FUEL. LANDED COTTON FIELD. FUEL TANKS EMPTY. GAUGES READ EMPTY.
19950906035259I	CLIMB NR1 ENGINE FIRE LIGHT. SHUTDOWN. STILL ON. USED BOTTLES. LIGHT OUT. HAD FIRE NO LEAK CHK NOZZLE CHANGE PER AD
19950930030709A	ATTEMPTED TAKEOFF IN STRONG SHIFTING WINDS. FAILED TO LIFT. RAN OFF END RUNWAY INTO TREES.
19990618044369A	(-23) ON 6/18/99, A PIPER PA 28R-200, N2706R, FLOWN BY A PRIVATE PILOT FOR PLEASURE UNDER CFR 14 PART 91 OPERATIONS, COLLIDED WITH TERRAIN IN A MOUNTAIN AREA AT BASS LAKE, OAKHURST, CA. N2706R WAS OBSERVED FLYING 310 DEGREES HEADING OVER SIERRA FOREST CHILIKOOL CAMP GROUNDS AT 200 FEET ABOVE THE TREES. TEN SECONDS LATER AND 1/4 MILE WEST OF THE CAMPGROUNDS, THE AIRPLANE IMPACTED THE TREES AT 1005 PDT. THE ENGINE WAS REPORTED OPERATING WITH POWER.(.4) THE AIRPLANE COLLIDED WITH 100-FOOT-TALL TREES AS IT HEADED UP A CANYON. THE PILOT FLEW ABOUT 1,000 FEET OVER BASS LAKE (ELEVATION 3,500 FEET) AND THEN HEADED TOWARDS THE LOCAL MOUNTAINS. A CAMPGROUND HOST AT THE CHILKOOT CAMPGROUNDS (ELEVATION 4,700 FEET) WAS SITTING NEXT TO HIS TRAILER SEVERAL MILES NORTH OF BASS LAKE. THIS TRAILER WAS ORIENTED 350 DEGREES AND THE AIRPLANE FLEW BY PARALLEL TO HIS TRAILER. THE TREES IN THIS AREA WERE OVER 100 FEET TALL, AND THE AIRPLANE WAS APPROXIMATELY 100 FEET OVER THE TREES AND 100 FEET WEST OF THE TRAILER. THE HOST HEARD THE AIRPLANE FOR 3 OR 4 SECONDS BEFORE IT ARRIVED AT HIS POSITION, AND THE ENGINE WAS RUNNING SMOOTHLY. THEN HE HEARD THE SOUND INCREASE AS IT PASSED BY AND THOUGHT POWER WAS BEING ADDED. HE LOST SIGHT OF THE AIRPLANE DUE TO THE TREES AND SEVERAL SECONDS LATER HEARD TWO SEPARATE SOUNDS OF WHAT HE DESCRIBED AS METAL CRUNCHING. THE DENSITY ALTITUDE WAS APPROXIMATELY 6,500 FEET. FROM CHILCOOT CAMPGROUND, THE TERRAIN TO THE EAST ROSE ABOUT 1,000 FEET WITHIN 1/2 MILE; TO THE WEST ABOUT 500 FEET WITHIN 1 NM; AND TO THE NORTH ABOUT 800 FEET WITHIN 1 NM. THE PILOT ACCUMULATED A TOTAL TIME OF 345 HOURS WITH 1.5 HOURS IN THIS MAKE AND MODEL, INCLUDING A 1-HOUR CHECKOUT BY AN INSTRUCTOR PILOT 2 MONTHS PRIOR TO THE ACCIDENT.
19970727028419I	NARRATIVE: THE PILOT WAS .5 HR INTO THE SECOND LEG OF HIS FLIGHT, THE #3 CONNECTING ROD FAILED AND BROKE THE ENGINE CASE. THE PILOT MADE AN EMERGENCY LANDING IN AN OPEN FIELD. THERE WAS NO DAMAGE TO THE AIRPLANE. THE PILOT AND ONE PASSENGER WAS NOT INJURED. POST EXAMINATION REVEALED THE ENGINE OIL SUPPLY WAS DEPLEATED.
19970723023549A	(.4)THE PILOT REPORTED AN UNEVENTFUL LANDING HAD BEEN COMPLETED ON A 3,000 FOOT LONG GRAVEL BAR. WHILE TAXIING TO A PARKING AREA, THE RIGHT MAIN LANDING GEAR COLLAPSED, ALLOWING THE RIGHT WING TO STRIKE THE GROUND.
19980622014619A	PILOT REPORTED HAVING ENG PROBLEMS AND WAS RETURNING TO ARPT. ATTEMPTED TO MAKE EMER LANDING IN A OPEN FIELD. (.4) WHILE IN RADIO AND RADAR CONTACT WITH FAA GREENVILLE/SPARTANBURG'S DEPARTURE CONTROL, CLIMBING THROUGH 7,900 FEET MSL, TO AN ASSIGNED ALTITUDE OF 9,500 FEET MSL, ABOUT 30 MILES NORTHWEST OF THE GREENVILLE/SPARTANBURG AIRPORT, THE PILOT RADIOED THAT SHE HAD A VERY ROUGH RUNNING ENGINE AND WANTED VECTORS TO THE NEAREST AIRPORT. THE CONTROLLER SUPPLIED VECTORS TO WITHIN 7 MILES OF THE NEAREST AIRPORT, AT WHICH TIME THE PILOT CHOSE A FARMERS FIELD FOR A FORCED LANDING. THE AIRPLANE COLLIDED WITH TWO PINE TREES WITHIN A STAND OF PINES ABOUT 40 FEET ABOVE GROUND, IN A RELATIVELY FLAT, WINGS LEVEL, UPRIGHT ATTITUDE. THE AIRPLANE CONTINUED AIRBORNE FOR ABOUT 310 FEET OVER A RELATIVELY CLEAR FIELD AND THEN IMPACT DENSE BRUSH AND 8- TO 12-FOOT TREES IN AN INVERTED ATTITUDE.  SUBSEQUENT DISASSEMBLY AND EXAMINATION OF THE ENGINE AND ITS ASSOCIATED COMPONENTS REVEALED NO CAUSE FOR THE ROUGH RUNNING ENGINE.  A FINDING OF 0.056 UG/ML (UG/G) DIPHENHYDRAMINE (ANTIHISTAMINE) WAS REPORTED IN THE TOXICOLOGICAL EVALUATION OF THE PILOT'S BLOOD AND URINE.                                     (-23) ON 06/22/98 AT 1100 LOCAL TIME, N2709W, A MOONEY M-20E, HIT THE TOPS OF TWO PINE TREES AND CRASHED INVERTED INTO A WOODED AREA. THE PILOT WAS ATTEMPTING TO MAKE AN EMERGENCY LANDING IN AN ADJACENT FIELD AFTER REPORTING ENGINE FAILURE. THE AIRCRAFT WAS DESTROYED AND THE PRIVATE PILOT WAS KILLED. TWO TEENAGE PASSENGERS SUSTAINED MINOR INJURIES. THE FLIGHT ORIGINATED AT 7A1 FOR MOORESTOWN, TN. THE REPORTED ENGINE FAILURE WAS ABOUT 20-30 MINUTES AFTER DEPARTURE.
19981215033389A	(TTY) 1967 HUGHES TH-55 HELICOPTER WAS INVOLVED IN STUDENT PILOT TRAINING WHEN ITS ENGINE FAILED ON TAKE-OFF, AND THE ACFT SETTLED TO THE GROUND. (.4) THE FLIGHT INSTRUCTOR REPORTED THAT THE STUDENT PILOT WAS FLYING THE HELICOPTER FOR THE DARK NIGHT TAKEOFF. ACCORDING TO THE FLIGHT INSTRUCTOR, SHORTLY AFTER CLIMBING THROUGH 100 FEET, THE ENGINE LOST POWER. THE FLIGHT INSTRUCTOR INITIATED AN AUTOROTATION. DURING THE TOUCHDOWN PHASE OF THE AUTOROTATION, THE HELICOPTER COLLIDED WITH THE GROUND. DURING THE SUBSEQUENT LANDING GYRATIONS, THE FLIGHT INSTRUCTOR STATED THAT, A MAIN ROTOR BLADE SEVERED THE TAIL BOOM, AND THE HELICOPTER ALSO ROLLED OVER. NO MECHANICAL PROBLEMS WITH THE HELICOPTER WERE DISCOVERED DURING THE SUBSEQUENT POST-IMPACT EXAMINATION. THE ENGINE ASSEMBLY WAS REMOVED FROM THE AIRFRAME AND INSTALLED IN AN ENGINE TEST CELL. DURING THE FUNCTIONAL TEST RUN THE ENGINE OPERATED SMOOTHLY THROUGH ALL POWER RANGES.                                           (-23) N271JB, HUGHES 269A WAS DEPARTING THE HELIPAD IN THE VICINITY OF GEORGE C. WALLACE COMMUNITY COLLEGE FROM A HOVER AT APPROXIMATELY 20:10 HOURS LOCAL TIME. WHILE EXECUTING A FULL PERFORMANCE CLIMB, THE ENGINE LOST RPM. W HEN ATTEMPTING TO LAND AND MISS A DITCH, N271JB EXECUTED A FLARE CAUSING THE TAIL ROTOR BLADE TO STRIKE THE GROUND, AND TAIL BOOM SKID TO STRIKE A BARB WIRE FENCE. N271JB MADE HARD CONTACT WITH THE GROUND IN A NOSE UP ATTITUDE IMPACTING THE ENGINE TO THE GROUND, AND SPLAYING THE LANDING SKIDS. ON IMPACT, THE ROTOR BLADES FLEXED DOWNWARD STRIKING THE TAIL ROTORDRIVE. THE FRONT SECTION OF THE TAIL ROTOR DRIVE, TAILBOOM AND TAIL ROTOR SEPARATED FROM THE AIRCRAFT. N271JB CAME TO FINAL REST ON THE RIGHT SIDE AND APPROXIMATELY 270 DEGREES FROM DIRECTION OF FLIGHT.
19961106038789A	EXCESSIVE FUEL BURN. ELECTED LAND FLX. LANDED IN SOFT DIRT AND COLLAPSED THE NOSE GEAR.(.4) ON NOVEMBER 6, 1996, AT 1114 HOURS PACIFIC STANDARD TIME, A MIKOYAN GUREVICH MIG 15UTI, N271JM, LANDED HARD IN A SOFT DIRT FIELD SHORT OF RUNWAY 3 AT THE FALLON, NEVADA, AIRPORT. FOLLOWING TOUCHDOWN IN THE FIELD, THE LANDING GEAR COLLAPSED AND THE AIRCRAFT SLID ONTO THE RUNWAY. THE AIRCRAFT, OWNED BY EVERGREEN VENTURES, INC., SUSTAINED SUBSTANTIAL DAMAGE. THE AIRLINE TRANSPORT PILOT WAS NOT INJURED. VISUAL METEOROLOGICAL CONDITIONS EXISTED FOR THE POSITIONING FLIGHT THAT DEPARTED PAGE, ARIZONA, AS A NONSTOP FLIGHT TO THE RENO/STEAD AIRPORT, RENO, NEVADA. A VISUAL FLIGHT RULES (VFR) FLIGHT PLAN WAS FILED WITH THE COMPANY. THE PILOT PREVIOUSLY REPORTED THIS AS MINOR DAMAGE. FURTHER INVESTIGATION BY FEDERAL AVIATION ADMINISTRATION (FAA) INSPECTORS FROM THE RENO FLIGHT STANDARDS DISTRICT OFFICE DETERMINED THAT THE AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE, AND THE ACCIDENT WAS REPORTED TO THE SAFETY BOARD ON MARCH 16, 1998. THE PILOT REPORTED THAT HE WAS TO POSITION THE AIRCRAFT FROM PINAL, ARIZONA, TO PORTLAND, OREGON. BEFORE DEPARTURE FROM PINAL, IT WAS FOUND THAT THE VHF RADIO WAS INOPERATIVE ANDA HAND-HELD RADIO HAD TO BE "RIGGED" FOR COMMUNICATIONS. A RADIO CHECK WAS COMPLETED AND THE FIRST LEG OF THE FLIGHT TO PAGE WAS COMPLETED WITHOUT FURTHER INCIDENT. THE SECOND LEG OF THE FLIGHT FROM PAGE TO RENO WAS 459 NAUTICAL MILES, AND THE PILOT DETERMINED THAT THERE WOULD BE ENOUGH FUEL ONBOARD TO COMPLETE THE FLIGHT WITHOUT ANY DIFFICULTY. THE PILOT REPORTED THAT THE FUEL SYSTEM ON THE MIG 15 DOES NOT INDICATE FUEL REMAINING UNTIL APPROXIMATELY 640 LITERS REMAIN IN THE MAIN TANK. HE STATED THAT THE WINDS ALOFT HAD BEEN STRONGER THAN EXPECTED AND THE FUEL GAGE BEGAN TO INDICATE A DECREASE IN THE MAIN FUEL TANK. HE TIMED THE CONSUMPTION RATE AND DETERMINED THAT IT WAS HIGHER THAN EXPECTED AND DECIDED TO MAKE A PRECAUTIONARY LANDING AT THE FALLON, NEVADA, AIRPORT TO REFUEL. THE PILOT REPORTED THAT WHILE MONITORING CTAF HE HEARD A CESSNA BROADCAST HIS DEPARTURE. WHEN THE CESSNA WAS ON DOWNWIND, HE ADVISED THE CESSNA OF HIS INTENTIONS AND REQUESTED TO LAND IN FRONT OF THE CESSNA. HE STATED THAT THE PILOT OF THE CESSNA AGREED TO HIS REQUEST, AND HE SET UP HIS BASE LEG WITH ALL PRELANDING CHECKS COMPLETED. THIS INCLUDED GEAR AND FLAPS DOWN AND EXTENSION OF AIRBRAKES. THE PILOT      STATED THAT HE ROLLED OUT ON FINAL AT 150 KNOTS AND STARTED TO ADD POWER. THE CESSNA REPORTED HIS POSITION TO THE PILOT. AFTER LOCATING THE CESSNA, THE PILOT REPORTED THAT HE SPENT "SOME TIME GROPING FOR THE TRANSMIT SWITCH ON THE HAND-HELD RADIO..."TO INFORM THE OTHER PILOT THAT HE HAD HIM INSIGHT. THE PILOT REPORTED THAT HE CHECKED HIS AIRSPEED INDICATOR, WHICH HAD DROPPED TO 120 KNOTS. HE APPLIED THE THROTTLE AND WAITED FOR THE ENGINE TO RESPOND. THE AIRSPEED DECREASED TO 110 KNOTS AND THE ENGINE HAD NOT RESPONDED YET. HE STATED THAT THE AIRCRAFT WAS APPROACHING A NOSE HIGH ATTITUDE WHEN IT CONTACTED THE GROUND APPROXIMATELY 200 FEET SHORT OF THE THRESHOLD. THE NOSE GEAR COLLAPSED AND THE AIRCRAFT CAME TO REST ON THE RUNWAY. THE PILOT STATED THAT HE WAS DISTRACTED LOOKING FOR THE OTHER AIRCRAFT AND OPERATING THE PORTABLE RADIO.
19961024043339I	NARRATIVE: AIRCRAFT DEPARTED LITTLE ROCK, AR ADAMS FIELD, 10/24/96, AT 16:03 HOURS. NOSE LANDING GEAR WOULD NOT RETRACT. AIRCRAFT RETURNED TO ADAMS FIELD, LIT, WITHOUT INCIDENT. LANDING GEAR SYSTEM FAILED DUE TO ELECTRICAL CONNECTOR MALFUNCTION. AN M OR D WILL BE FILED AND SUBMITTED TO THE CHDO PMI.
19991211046719A	(-23) ON DECEMBER 11TH, 1999, AT ABOUT 1300 ALASKA STANDARD TIME, A BELLANCA 8 GCBC AIRPLANE, N53910 SUSTAINED SUBSTANTIAL DAMAGE DURING TAKEOFF FROM AN AIRSTRIP AT MILE 14.7 KNIK GOOSEBAY ROAD. THE AIRMAN STATED THAT THERE WAS A THIN LAYER OF FROST ON THE AIRCRAFT, WHICH SEEMED UNIMPORTANT TO HIM AT THE TIME. THE AIRMAN REALIZED AFTER TOO-LONG OF A GROUND RUN THAT THE AIRCRAFT WOULD NOT SAFELY CLEAR THE TREES. THE TAKEOFF WAS ABORTED AND THE AIRCRAFT CAME TO A STOP IN THE BRUSH AT THE END OF THE RUNWAY.
19961221039669I	NARRATIVE: THE OPERATOR AT THE TIME OF THE INCIDENT WAS THE MECHANIC WHO HAD WORKED ON THE ENGINE. HE WAS DOING A HIGH SPEED TAXI AND GOT UP TO FULL THROTTLE AND HALFWAY DOWN THE RUNWAY WHEN THE LEFT ENGINE LOCKED UP AND STOPPED RUNNING. THE AIRCRAFT LIFTED APPROXIMATELY 8-10 FEET OFF THE GROUND AND MADE A HARD LEFT TURN, STRUCK THE GROUND AND DID A NOSE TO TAIL CARTWHEEL AND FINALLY CAME TO REST RIGHT SIDE UP APPROX. 350 FEET AWAY FROM THE SIDE OF THE RUNWAY IN THE MUD AND GRASS. VICTIM'S INJURY WAS A SMALL LACERATION TO HIS FOREHEAD. SINCE THERE WAS NO INTENT TO FLY THE AIRCRAFT, THIS WAS CALLED AN INCIDENT.
19990619007299A	(.19)ON JUNE 19, 1999, AT 0040 CENTRAL DAYLIGHT TIME, A CESSNA 182J, N2711F, PILOTED BY AN INSTRUMENT RATED PRIVATE PILOT, IMPACTED A SILO AND TERRAIN FOLLOWING AN ABORTED LANDING ATTEMPT AT SATANTA MUNICIPAL AIRPORT, SATANTA, KANSAS (1K9). INSTRUMENT METEOROLOGICAL CONDITIONS PREVAILED A THE TIME OF THE ACCIDENT.  THE 14 CFR PART 91 FLIGHT HAD CANCELLED ITS INSTRUMENT FLIGHT RULE (IFR) FLIGHT PLAN PRIOR TO APPROACH INTO 1K9.  THE PILOT SUSTAINED FATAL INJURIES.  THE PERSONAL FLIGHT DEPARTED COFFEY COUNTY AIRPORT, BURLINGTON, KANSAS, AT TIME UNKNOWN, EN ROUTE TO 1K9.  A WITNESS REPORTED THAT HE HAD HEARD A SPLIT SECOND SOUND AND IDENTIFIED IT AS A AIRCRAFT ENGINE "THRUSTING" FOLLOWED BY A CRASH.  HE FURTHER STATED THAT HE THOUGHT THAT THE SOUND WAS FROM THE TRAINS IN THE AREA.  1K9 IS NOT EQUIPPED WITH AN APPROVED INSTRUMENT APPROACH PROCEDURE.  THE TRANSPONDER CODE WAS FOUND TO BE 1200.  THREE FLASHLIGHTS, WHICH ILLUMINATED WHEN THEY WERE TURNED ON, WERE FOUND WITH THE WRECKAGE.                                                                                                                                                                                                              (-23)THE PILOT HAD FILED AN IFR FLIGHT PLAN FROM BURLINGTON TO SATANATA, KS. TEN MILES EAST OF SATANTA, HE CANCELLED HIS IFR FLIGHT PLAN. HE NEXT REPORTED HE WAS UNABLE TO LAND AT SATANTA DUE TO FOG AND WAS DEVIATING TO LIBERAL, KS. THE A/C IMPACTED THE SATANTA GRAIN ELEVATOR WHICH IS LOCATED 1.5 MILES SOUTH OF THE SATANTA AIRPORT. THE A/C WAS DESTROYED AND THE PILOT WAS FATALLY INJURED.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          (.4)THE AIRCRAFT IMPACTED A 120 FOOT SILO DURING A VISUAL APPROACH INTO SATANTA MUNICIPAL AIRPORT (1K9), SATANTA KANSAS. THE ELEVATION OF THE AIRPORT IS 2,976 FEET MSL. NIGHT INSTRUMENT METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT.  THE AIRPORT IS NOT EQUIPPED WITH AN APPROVED INSTRUMENT APPROACH PROCEDURE.  AT 0025:08 RADAR DATA SHOWS THE AIRCRAFT WITH A TRANSPONDER CODE OF 4753 ONE MILE NORTHEAST OF 1K9.  FROM 0028:01 TO 0035:22, THE SQUAWK CODE WAS 1200.  THE LAST RECORDED RADAR  POSITION WAS AT 0035:22, BETWEEN 1K9 AND THE SILO, AT AN ALTITUDE OF 3,200 FEET MSL.
