c5	remark
20160330002169A	PILOT IN COMMAND OF N2397E WAS IN THE TAKE OFF ROLL DEPARTING RUNWAY 14 AT FRENCHVILLE AROOSTOOK RGNL AIRPORT (FVE) LOCATED IN FRENCHVILLE, MAINE, AFTER AN OVERNIGHT SNOW STORM RUNWAY 14/32 WAS MOSTLY WET WITH SOME PATCHES OF DRY PAVEMENT, SLUSH WAS PRESENT TO THE LEFT AND RIGHT OF THE CENTER LINE AS WELL AS PACKED WET SNOW, WHILE IN THE TAKE OFF ROLL THE AIRCRAFT DEPARTED THE LEFT SIDE OF RUNWAY 14 GOING INTO SNOW THAT HAD BEEN PLACED BY RECENT SNOWPLOWING FROM AN OVERNIGHT SNOW STORM, THE NOSE WHEEL OF THE AIRCRAFT THAN STRUCK A SNOW BANK THAT WAS HARDPACKED FROM THE REMNANTS OF PRIOR SNOW REMOVAL FROM PAST WINTER STORMS, THE COLLISION OF THE NOSE WHEEL WITH THE HARD PACKED SNOW BANK CAUSED THE NOSE WHEEL TO FOLD BACK TO THE POINT OF COMING TO REST AGAINST THE BOTTOM OF THE AIRCRAFT FUESELAGE.
20160330002329A	ON MARCH 30, 2016 AT APPROXIMATELY 1700 LOCAL TIME N4212B, A V-TAIL BEECHCRAFT BONANZA F35, DEPARTED LONG ISLAND, NC (NC26) FROM RUNWAY 5. THE PILOT IN COMMAND (PIC) MADE A RIGHT TURN AND HEADED SOUTHEAST DOWN THE MIDDLE OF LAKE NORMAN. N4212B IMPACTED A SET OF FOUR POWER LINES THAT TRAVERSED THE LAKE AND WERE BELOW THE TREE LINE ON BOTH SHORELINES. REPRESENTATIVES OF THE POWER COMPANY RESPONSIBLE FOR THE POWER LINES ESTIMATED THEIR HEIGHT AT 65 FEET OFF THE WATER. THE DISTANCE FROM NC26 TO THE POWER LINES WAS 1.08 STATUTE MILES. VISUAL METEOROLOGICAL CONDITIONS (VMC) PREVAILED AT THE TIME OF THE ACCIDENT. THE PIC STATED HE DID NOT HAVE ANY MECHANICAL ISSUES WITH THE AIRCRAFT AND DID NOT KNOW WHY HE WAS FLYING BELOW 100 FEET OFF THE WATER. N4212B SUSTAINED A PARTIALLY SHATTERED WINDSHIELD, DAMAGE TO THE NOSE CONE, DAMAGE TO THE RIGHT WING, A BROKEN RIGHT NAVIGATION LIGHT, AND SUBSTANTIAL DAMAGE TO THE V-TAIL. THE PIC HAD MINOR INJURIES AND THE OTHER TWO OCCUPANTS WERE UNINJURED. AFTER SEVERING THE POWER LINES N4212B CONTINUED TO A FULL STOP LANDING AT LAKE NORMAN AIRPARK (14A). ACCIDENT INVESTIGATION COMPLETED. EIR 2016EA680010 OPENED.
20160330002809I	^PRIVACY DATA OMITTED^, WHO WAS THE PILOT IN COMMAND, STATED THAT HE CANCELLED HIS IFR FLIGHT PLAN INTO KMGJ AND THEN ENTERED THE UNCONTROLLED AIRPORT TRAFFIC PATTERN IN VFR CONDITIONS.  HE STATED THAT NORMALLY HE EXTENDS THE LANDING GEAR AT MIDFIELD DOWNWIND FOLLOWED BY A GUMPS CHECK ON FINAL APPROACH. ON THIS FLIGHT, HE WAS DISTRACTED ON BOTH OCCASIONS  BY AN AIRCRAFT ANNOUNCING ITS ENTRANCE INTO THE TRAFFIC PATTERN AND ALSO A PROXIMITY WARNING FROM HIS ADS-B EQUIPMENT.  DUE TO THE GUSTY WINDS, HE USED THE APPROACH FLAP SETTING AND DID NOT HEAR THE GEAR WARNING HORN UNTIL THE POWER WAS FULLY RETARDED AND IT WAS TOO LATE.  THE PILOT IN COMMAND'S FAILURE TO EXTEND THE LANDING GEAR PRIOR TO TOUCHDOWN RESULTED IN THE AIRCRAFT LANDING ON THE RUNWAY IN A GEAR-UP CONFIGURATION RESULTING IN MINOR DAMAGE TO THE AIRCRAFT.
20160330003099I	ON MARCH 30, 2016 AT 0845MDT, N667CB, A AIR TRACTOR 502-B, REGISTERED TO DEVIL DUSTERS, INC., STRUCK A POWER LINE NEAR ARTESIA, NEW MEXICO.  THE PILOT WAS CONDUCITNG AGRICULTURAL AERIAL APPLICATION FLIGHT ON A PRIVATE FARM.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME AND NO FLIGHT PLAN WAS FILED.  AIRCRAFT SUSTAINED MINOR DAMAGE. PILOT SUSTAINED NO INJURIES.  THE FLIGHT ORIGINATED FROM A PRIVATE AIRPORT NEAR ARTESIA, NEW MEXICO ON MARCH 30, 2016 AT 0800 MDT.
20160330006479I	THE PILOT EXPERIENCED A PROPOISE ON LANDING, THE NOSE GEAR COLLAPSED AFTER CONTACTING THE GROUND FOR THE SECOND TIME.
20160330024459I	ON FINAL APPROACH TO KPHX AT 2800 FEET, 170 KNOTS, ON SELECTING FLAPS 20, EICAS INDICATED RIGHT OVER THE WING ESCAPE SLIDE ACTIVATED AND DEPLOYED. NO EMERGENCY DECLARED, UPON LANDING AND WALK AROUND, PIC FOUND THE RIGHT WING ESCAPE SLIDE DOOR OPEN AND SLIDE MISSING. MINOR DAMAGE TO RIGHT AFT WING TO BODY COMPOSITE FAIRING.
20160331005219A	ON MARCH 31, 2016, AT 12:26 MDT, A CESSNA 180-D REGISTERED TO TUMMINARO, INC, LOST CONTROL AFTER TOUCHDOWN WHILE LANDING AT SHIPROCK AIRPORT, IN SHIPROCK, NM, WHILE ON A PLEASURE FLIGHT.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME AND NO FLIGHT PLAN WAS FILED.  THE AIRCRAFT WAS SUBSTANTIALLY DAMAGED AND THE PILOT RECEIVED SERIOUS INJURIES.  THE PASSENGER WAS UNINJURED.  THE FLIGHT ORIGINATED AT DURANGO, CO ON MARCH 31, 2016 AT 12:00 MDT.
20160401003269A	ON APRIL 1, 2016 AT APPROXIMATELY 10:19 CDT A LANCAIR IV-P, N992BC, OPERATED BY ^PRIVACY DATA OMITTED^ WAS INVOLVED IN AN ACCIDENT DURING THE LANDING PHASE ON A 14 CFR PART 91 PERSONAL FLIGHT.  VISUAL METEOROLOGICAL CONDITIONS (VMC) PREVAILED AT THE TIME, AND A INSTRUMENT FLIGHT RULES (IFR) FLIGHT PLAN WAS FILED.  THE AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE AFTER THE NOSE LANDING GEAR COLLAPSED ON TOUCHDOWN, FOLLOWED BY THE AIRCRAFT VEERED TO THE RIGHT, EXITING THE RUNWAY OVER THE GRASS, BRAKING THE MAIN LEFT LANDING GEAR BEFORE COMING TO A COMPLETE STOP RESTING OVER ITS LEFT WING.  THE PILOT WAS THE ONLY OCCUPANT OF THE AIRCRAFT AND SUSTAINED NO INJURIES.  THE PILOT HOLDS A COMMERCIAL PILOT CERTIFICATE.  THE 14 CFR PART 91 PERSONAL FLIGHT ORIGINATED FROM GEORGETOWN AIRPORT (GTU) AT 09:25 CDT.
20160401024509I	ON 04/01/2016, ^PRIVACY DATA OMITTED^ HAD DEPARTED PNE ALONE IN HIS PIPER MERIDIAN, N31LA. AT APPROXIMATELY 18:00 LOCAL, HE WAS LANDING ON RUNWAY 01 AT RUT.  THE WIND WAS OUT OF 350 DEGREES AND JUST AS HE TOUCHED DOWN THERE WAS A VERY STRONG WIND GUST FROM THE WEST (FRONTAL PASSAGE).  HE SAID: ?THE AIRCRAFT SORT OF HOPPED? AND HE HAD TO QUICKLY REACT IN ORDER TO KEEP IT ON THE RUNWAY. HE COULD FEEL THE LEFT MLG TIRE WAS FLAT AS HE ROLLED TO THE NORTH END OF RWY 01. HE TURNED RIGHT OFF THE RUNWAY TO TAXIWAY E AND STOPPED. UNFORTUNATELY, HE STOPPED BEFORE HE HAD CROSSED THE ?HOLD-SHORT? MARKING, SO HE WAS TECHNICALLY STILL BLOCKING THE RUNWAY. A NOTAM WAS IMMEDIATELY ISSUED TO CLOSE RUNWAY 01.  AS A RESULT, THE SCHEDULED, INBOUND CAPEAIR FLIGHT #71 COULD NOT LAND AT RUT AND DIVERTED TO LEB. THE PASSENGERS WERE TRANSPORTED TO RUT BY GROUND/SURFACE TRANSPORT. THE DAMAGE WAS LIMITED TO THE LEFT TIRE AND TUBE. THE A&P MECHANIC (SCOTT DRAPPER) SAID THE VALVE STEM WAS BROKEN OFF, BUT THE WHEEL HAD NOT BEEN DAMAGED.  ^PRIVACY DATA OMITTED^ WAS ALONE IN THE AIRCRAFT, THERE WERE NO INJURIES. THE RUNWAY WAS CLOSED FOR APPROXIMATELY 1 HOUR AND 30 MINUTES. PTRS #EA65201602256
20160401024519I	TOOK OFF ON RUNWAY 6 ENGINE FAILED AT 700 FEET, AND LANDED ON RUNWAY 3 WITH OUT INCIDENT
20160402000399I	AIRCRAFT WAS RETURNING FROM A LOCAL FLIGHT TO A NEARBY LAKE.  PILOT NEGLECTED TO LOWER LANDING GEAR AND LANDED ON RWY 27 GEAR UP.
20160402000409I	AIRCRAFT LOST POWER AT APPROXIMATELY 200 FEET OFF THE RUNWAY, AFTER TAKEOFF ROLL.  AIRCRAFT SUFFERED MINOR DAMAGE AND A PROP STRIKE
20160402002619A	ON 4 APRIL 2016 AT APPROXIMENTLY 1953Z AN EXPERIMENTAL AMATEUR BUILT "GINNY B" AIRCRAFT, N349E MADE A FORCED LANDING IN A WHEAT FIELD IN SOUTH HARRISION TOWNSHIP, NJ.  PILOT STATED HE LOST POWER IN CRUISE DURING A "TEST FLIGHT".  AIRCRAFT FLIPPED AFTER ENCOUNTERING SOFT GROUND IN FIELD DURING ROLLOUT.  LOCAL FIRE COMPANY REMOVED PILOT FROM AIRCRAFT AND RIGHTED IT, THEN TOWED IT TO THE EDGE OF THE ROAD AT THE PILOTS REQUEST.  FAA INSPECTORS TRAVELED TO AIRCRAFT ON 4 APRIL 2016 AT APPROXIMENTLY 1200Z .  AIRCRAFT HAD DAMAGE TO RUDDER, LIFT STRUTS, WINDSHIELD, ENGINE, PROPELLER AND TWISTING DAMAGE TO THE LEFT MAIN WING STRUCTURE.  MARVEL SCHEBLER CARBURETOR WAS BROKEN OFF MANIFOLD OF THE O-200 ENGINE, AND HANGING BY FUEL LINE.  ONE BLADE OF PROPELLER WAS SLIGHTLY BENT, SHOWING SCRAPES CONSISTENT WITH BEING STATIONARY AT THE TIME OF IMPACT.  THE PROPELLER BOLTS WERE SAFETIED INCORRECTLY.  LEFT FUEL TANK WAS EMPTY, RIGHT TANK CONTAINED AN INDETERMINATE AMOUNT OF AUTO FUEL.  BOTH FUEL VALVES APPEARED TO BE IN THE CLOSED POSITION.  MAGNETO SWITCH WAS IN THE BOTH POSITION.  OVERALL CONDITION OF AIRCRAFT WAS POOR, WITH NUMEROUS DISCONNECTED AND UNUSED WIRES, TUBES, SWITCHES, INSTRUMENTS, HOSES AND NUMEROUS INSPECTION PANELS MISSING.  COCKPIT AND CABIN WERE FILLED WITH TRASH AND LOOSE ITEMS.  IN DISCUSSION WITH PILOT, HE FELT HIS FUEL SYSTEM DESIGN MAY HAVE CONTRIBUTED TO THE LOSS OF POWER AND WAS PLANNING ON REDESIGNING SYSTEM AFTER RECOVERING AIRCRAFT FROM FIELD.  HE STATED HE HAD OVERHAULED THE ENGINE WITH NEW CYLINDERS AND INSTALLED ENGINE IN THE AIRCRAFT.  HE STATED HE OVERHAULED THE CARBURETOR AND INSTALLED IT ON ENGINE.  PILOT SAID HE INSPECTED THE MAGNETOS TO VERIFIY OPERATION.  HE SAID THE AIRCRAFT WAS OPERATED AS AN "EXPERIMENTAL LIGHT SPORT".  HE STATED FRESH AUTO GAS CONTAINING ETHANOL WAS THE FUEL USED DURING THE ACCIDENT FLIGHT.   WHEN ASKED IF THE COMPONENTS OF HIS FUEL SYSTEM WERE ETHANOL COMPATIBLE, HE SAID YES.  WHEN ASKED IF THE PARTS HE USED DURING THE CARBURETOR OVERHAUL WERE ETHANOL COMPATIBLE HE SAID THEY WERE STANDARD AIRCRAFT COMPONENTS THAT WERE NOT DESIGNED FOR ETHANOL.  HE STATES HE DID NOT TEST THE PARTS FOR ETHANOL COMPATIBILITY BECAUSE HE DID NOT ANTICIPATE CONTINUING USE OF ETHANOL FUELS.
20160402002899A	DURING LANDING ON THE TOUCHDOWN ROLL THE AIRCRAFT DEPARTED THE RUNWAY AND CARTWHEELED. THE ENGINE WAS TORN FROM THE AIRCRAFT AND THE LH MAIN GEAR STRUT BROKE OFF. HEAVY DAMAGE TO AIRCRAFT WINGS, TAIL SECTION AND FIREWALL.
20160402003349A	PILOT REPORTED THAT ON THE AFTERNOON OF APRIL 2, 2016 SHORTLY AFTER TAKEOFF ON RWY 33 FROM (KMOB) MOBILE IN ROUTE TO (KASD) SLIDELL ABOUT 10 MINUTES INTO THE FLIGHT AT 10 NM DUE WEST OF KMOB AT 1200 ? 1300 FEET MSL HE SLOWLY BEGAN TO PULL THE MIXTURE CONTROL OUT WHEN THE ENGINE LOSS RPM.  HE REPORTED THAT HE IMMEDIATELY PUSHED THE MIXTURE CONTROL BACK IN TO ATTEMPTED TO RESUME NORMAL OPERATION BUT THE ENGINE RPM CONTINUED TO DECREASE.  HE STATED THAT HE THEN  PUSHED IN THE THROTTLE FOR MORE POWER WITH NO RESULTS.  THEN PULLED OUT THROTTLE SLOWLY AND THE ENGINE SPUTTERED AS IF IT WAS TRYING TO CONTINUE BUT THE RPM WERE STILL FLUCTUATING BETWEEN 1200-1900 RPM.  THAT'S WHEN HE CONTACTED KMOB DEPARTURE THAT HE WAS GOING TO HAVE TO PUT THE AIRCRAFT DOWN IN A FIELD.   AFTER TOUCHED DOWN IN THE FIELD HE NOTICED A DITCH AND PULLED BACK ON THE YOKE IN AN ATTEMPT TO CLEAR THE DITCH BUT THE NOSE GEAR CLIPPED THE OPPOSITE SIDE OF THE DITCH CAUSING THE NOSE GEAR TO SEPARATE FROM THE AIRCRAFT.  NO PROPERTY ON THE GROUND WAS DAMAGE.  THE PILOT WAS THE ONLY PERSON ONBOARD THE AIRCRAFT WITH SUSTAINED NO INJURIES.
20160402003659I	THE PILOT STATED THAT THE AIRCRAFT WAS PREPARED/LOADED (PRE-FLIGHT, BAGGAGE, PASSENGERS) AND THE AIRCRAFT WAS ALIGNED ON THE RUNWAY FOR TAKE-OFF.  HE STATED AS HE APPLIED POWER AND THE AIRCRAFT STARTED TO MOVE HE THINKS THAT THE LEFT SKI DRUG ACROSS A DRY AREA CAUSING THE SKI TO STICK MOMENTARILY WHICH CAUSED THE AIRCRAFT TO VEER LEFT OFF THE RUNWAY. THE PILOT SHUT OFF THE ENGINE AND THE AIRCRAFT CONTINUED TO SLIDE TO THE LEFT, OFF THE RUNWAY AND CAME INTO CONTACT WITH A SMALL BUILDING/HANGAR. THE DAMAGE TO THE SMALL BUILDING/HANGAR WAS MINIMAL. THE AIRCRAFT SUSTAINED MINOR DAMAGE TO THE ENGINE COWLING AND PROPELLER SPINNER.
20160402003999I	PILOT TOOK OFF FROM  SULLIVAN REGIONAL AIRPORT(UUV); AFTER TAKE OFF PILOT WAS UNABLE TO RETARD THE ENGINE POWER DUE TO A JAMMED THROTTLE.  PILOT DECLARED AN EMERGENCY AND ELECTED TO LAND AT A LOCATION WITH BETTER FACILITIES AND LONGER RUNWAY  SPIRIT OF ST. LOUIS AIRPORT(SUS). USING FUEL MIXTURE TO CONTROL ENGINE POWER PILOT WAS ABLE TO LAND UNEVENTFULLY.  ^PRIVACY DATA OMITTED^ INVESTIGATED THE THROTTLE PROBLEM,  DISCOVERED CARBURETOR BUTTERFLY VALVE JAMMED DUE TO A MISSING SCREW AND THE OTHER SCREW WAS LOOSE.
20160402021669A	THE AIRCRAFT DEPARTED GILLESPIE FIELD (SEE) IN EL CAJON, CA, AND FLEW NORTH ENROUTE TO FRENCH VALLEY AIRPORT (F70) IN TEMECULA, CA WHEN IT EXPERIENCED A LOSS OF POWER.  WITNESSES SAID THAT THE PROPELLER WAS TURNING AS THE AIRCRAFT DESCENDED, BUT SEEMED TO BE AT A LOW POWER SETTING.  WITNESSES SAID THAT THE ENGINE SEEMED TO BE RUNNING SMOOTHLY AS IT PASSED OVER A RADIO CONTROLLED AIRCRAFT LANDING FIELD NEARBY WITH THE FLAPS AND LANDING GEAR UP.  A MAN DRIVING NORTHBOUND ON THE FREEWAY STATED THAT THE ENGINE WAS SPUTTERING WHEN THE AIRCRAFT WENT OVER HIS TRUCK. THE AIRCRAFT TOUCHED DOWN ON THE RIGHT SIDE OF THE FAR RIGHT NORTHBOUND LANE OF THE FREEWAY WITH THE LANDING GEAR UP AND SKIDDED APPROXIMATELY 272 FEET, THEN BECAME AIRBORNE FOR ANOTHER 308 FEET BEFORE IMPACTING THE REAR OF A VEHICLE STOPPED ON THE SHOULDER OF THE ROAD.  MARKS WERE FOUND IN THE ROAD SURFACE  INDICATING THAT THE PROPELLER WAS TURNING.  THE AIRCRAFT MADE A GEAR-UP LANDING ALONG THE SHOULDER OF THE NORTH BOUND LANE OF INTERSTATE 15 JUST NORTH OF HIGHWAY 76 NEAR FALLBROOK, CA AND STRUCK THE REAR OF A CAR THAT WAS PARKED ON THE SHOULDER OF THE ROAD.  ONE OCCUPANT OF THE CAR WAS KILLED AND THREE OTHERS WERE INJURED.  THE PILOT AND ONE PASSENGER OF THE AIRCRAFT WERE ALSO INJURED.  THE AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE.
20160402024349A	ON 04/02/2016 AT APPROXIMATELY 15:15 LOCAL,  PILOT WAS TAXIING TO END OF GRASS STRIP BRAKED AND MADE TURN 180 DEGREES TO END WHEN TAIL BEGAN TO RISE AND NOSED OVER THEREFORE FLIPPING UPSIDE DOWN.
20160403003179I	STUDENT PILOT ^PRIVACY DATA OMITTED^AND HIS FLIGHT INSTRUCTOR ^PRIVACY DATA OMITTED^  WAS PRACTICING CROSSWIND LANDINGS ON RUNWAY 18 AT CUSHING MUNICIPAL AIRPORT,OK. WINDS THAT DAY WERE 9K GUSTING 16K. ^PRIVACY DATA OMITTED^ WAS PERFORMING A SIMULATED ENGINE FAILURE WITH THE POWER TO IDLE. ^PRIVACY DATA OMITTED^ OVERSHOT THE RUNWAY A LITTLE NOSE TO THE LEFT OF CENTER LINE AND IN A LEFT DRIFT. AT THAT TIME FLIGHT INSTRUCTOR ^PRIVACY DATA OMITTED^ TOLD THE STUDENT THAT HE HAS THE CONTROLS, ^PRIVACY DATA OMITTED^ RELEASED THE CONTROLS. ^PRIVACY DATA OMITTED^ WAS UNSUCCFULLY IN TRYING TO RECOVER THE AIRCRAFT DUE TO THE HIGH FLARE AND SUDDEN SINK RATE. THE AIRCRAFT HIT HARD ON THE RIGHT MAIN GEAR, CAUSING DAMAGE TO IT. HE WAS NOT ABLE TO STOP THE AIRCRAFT FROM EXITING THE RUNWAY TO THE RIGHT WHICH RESULTED IN HITING A TAIXWAY SIGN WITH THE RIGHT WING TIP.
20160403003259I	WHILE RELOCATING AIRCRAFT FROM (KHDC) HAMMOND REGIONAL AIRPORT TO (L38) GONZALES LOUISIANA REGIONAL AIRPORT EXPERIENCED ENGINE TROUBLE WITH LOW MANIFOLD PRESSURES WITH HIGH ENGINE RPM INDICATIONS. IT BECAME NECESSARY TO PUSH THE OPERATIONAL RPM LIMITS OF THE ENGINE TO MAINTAIN LEVEL FLIGHT. 16 MILES FROM L38, THE AIRCRAFT COULD NOT ACHIEVE NORMAL OPERATIONAL SPEEDS WITH THE SPEED NOT EXCEEDING AN 85 KNOT INDICATED AIRSPEED AT FULL POWER LEVEL FLIGHT, BUT APPEARED STABLE WITH HIGHER THAN NORMAL ENGINE RPM SETTINGS.  UPON ENTRY INTO L38 AIRSPACE, FULL ENGINE POWER SETTING WAS NEEDED TO MAINTAIN LEVEL FLIGHT IN THE TRAFFIC PATTERN AFTER ATTEMPTS TO REDUCE POWER CAUSED LOSS OF ALTITUDE. PILOT OVERRODE THE LANDING GEAR IN ORDER TO MAINTAIN AIRSPEED. THE HIGHER POWER SETTINGS APPEARED TO STABILIZE THE ENGINES OPERATION.  DURING FINAL APPROACH TO RUNWAY 35, AT FULL POWER THROTTLE SETTING PILOT BELIEVED HE HEARD STALL HORN ALERT INTERMITTENTLY SOUNDING PRIOR TO TOUCHDOWN. LANDING GEAR WAS LEFT UP AND A/C LANDED ON ITS BELLY DAMAGING THE UNDERSIDE FUSELAGES AND PROPELLER STRIKING THE RUNWAY UNDER ENGINE POWER. FURTHER INVESTRIGATION RESULTS UPON ENGINE TEAR DOWN WILL RESULT IN AMENDMENT OF THIS REPORT.
20160403003329A	AIRCRAFT STALLED ON TAKEOFF CLIMB.
20160403003439A	PIC WAS INTENDING TO CONDUCT A SERIES OF TAKEOFFS AND LANDINGS THEN CONDUCT A SHORT VFR CC FLIGHT.  FLIGHT CONTROL WAS LOST ON FOURTH PATTERN CIRCUIT WHILE ATTEMPTING TOUCH AND GO AFTER LANDING LONG AND APPLICATION OF FULL POWER.  AIRCRAFT VEERED TO LEFT WHILE ON RUNWAY AND PIC WAS UNABLE TO REESTABLISH CONTROL. AIRCRAFT VEERED OFF RUNWAY AND NOSED OVER IN SOFT TERRAIN.  PIC EXITED AIRCRAFT WITHOUT INJURIES.  AIRCRAFT WAS EXAMINED AND SUBSTANTIAL DAMAGE NOTED BUT NO APPARENT DEFECTS IN FLIGHT CONTROL CONTINUITY OR RECENT MAINTENANCE INVOLVING FLIGHT CONTROLS.  AIRCRAFT FIREWALL DAMAGED AND AIRCRAFT WAS SUBSEQUENTLY TOTALED BY INSURANCE CARRIER.
20160403004189A	MADE WHEEL LANDING ON GRASS STRIP 8 MILES WEST OF KINDER, LA. AS PLANE WAS SLOWING DOWN THE LEFT MAIN WHEEL WENT OVER MUDDY SECTION OF EDGE OF STRIP. AIRCRAFT SANK INTO VERY WET MUD THAT WAS COVERED WITH GRASS. PLANE THEN VEERED TO THE LEFT AND NOSED OVER AFTER HITTING A BARBWIRE FENCE, COMING TO REST ON ITS NOSE. BECAUSE OF THE ANGLE OF THE WINGS FUEL WAS LEAKING OUT OF THE VENT TUBE RUNNING DOWN THE WINDSHIELD AND ON TO THE ENGINE COWLING. PILOT TURNED OFF FUEL VALVE AND MASTER SWITCH.  PILOT AND PASSENGER WALKED AWAY AFTER TAKING PICTURES AND WAS WALKING TOWARD A HANGER THAT IS LOCATED ON THE GRASS STRIP. AT ABOUT 50 YARDS AWAY FROM THE PLANE PILOT AND PASSENGER  HEARD THE FUEL CATCH ON FIRE
20160403005029I	THE PILOT HAD TAKEN OFF FROM DAVID WAYNE HOOKS AIRPORT, FOR A LOCAL FLIGHT.  HE STATED THAT WHEN HE CAME BACK TO LAND THE TOWER ASKED HIM TO LAND ON THE SMALL RUNWAY, WHICH HE REFUSED.  HE SAID HE FELT RUSHED TO LAND ON THE OTHER RUNWAY, BECAUSE SOME OTHER TRAFFIC WAS ON APPROACH.  WHEN HE LANDED HE SAID THE WINDS WERE QUARTERING TAILWIND.  THE WEATHER OBSERVATION HAD THE WINDS DIRECTION AT VARIBLE WITH A SPEED OF 5 KNOTS.  THE PILOT LOST CONTROL OF THE AIRCRAFT AND LEFT THE RUNWAY, ENDING UP IN A DITCH.
20160403007439I	ON 04/03/2016, AT APPROXIMATELY 16:49 LCL, A PIPER PA-32R-300, N544DG, REGISTERED TO "LANCE N38544 LLC" (MERRITT ISLAND, FL), LANDED ON RWY 18 AT ALBERT WHITTED AIRPORT (SPG - ST PETERSBURG, FL) WHEN THE RIGHT MAIN LANDING GEAR AND NOSE LANDING GEAR COLLAPSED. VISUAL METEOROLIGICAL CONDITIONS PREVAILED AT THE TIME. THE AIRCRAFT SUSTAINED MINOR DAMAGE AND THE PILOT/PASSENGERS WERE UNINJURED. THE FLIGHT ORIGINATED EARLIER FROM MERRITT ISLAND AIRPORT (COI - MERRITT ISLAND, FL).
20160403022389I	DURING A PART 91 FLIGHT WHILE OVER BOLD AIRSTRIP AT EKLUTNA LAKE, ALASKA, APPROX. 4" OF THE PROPELLER TIP SEPARATED FROM ONE BLADE. THE PILOT LANDED THE AIRCRAFT AT BOLD, NO DAMAGE OR INJURIES REPORTED. THE NEXT DAY A NEW PROP AND MECHANIC FLEW IN AND THE AIRCRAFT WAS RECOVERED.
20160404002759A	DURING TAXI INTO PARKING, PILOT ALLOWED LEFT WING TO STRIKE A LIGHT POLE ADJACENT TO THE RAMP.
20160404004639I	ON ROLL OUT AFTER LANDING, AIRCRAFT N921AP, C525A,  STRUCK A DEER ON RUNWAY 33 AT KINT AROUND 0914 LOCAL TIME CAUSING MINOR DAMAGE TO THE RADOME. AIRCRAFT TAXIED TO THE RAMP WITHOUT INCIDENT. NO INJURIES INVOLVED.
20160404005539I	THE GOAL FOR APRIL 4, 2016 WAS TO FAMILIARIZE THE STUDENT WITH THE BE35 SO HE COULD OBTAIN HIS HIGH PERFORMANCE ENDORSEMENT WITHIN THE NEXT COUPLE OF FLIGHTS.  ENGINE START AT 2:50 PM AND WERE AIRBORNE AT 3:05 PM. DEPARTED KGMU ON THE LEFT TANK AS THE POH PRESCRIBES. FLEW WEST LEVELED OFF AT 3000'.  INSTRUCTED THE STUDENT THROUGH THE FUNDAMENTALS, SLOW FLIGHT, ENGINE OUT GLIDE, AN AIRBORNE TRAFFIC PATTERN. AT 3:40 SWITCHED TO THE RIGHT FUEL TANK AND PROCEEDED TO KAND FOR A COUPLE OF TRAFFIC PATTERNS. FIRST LANDING, EXITED THE RUNWAY AND TAXIED BACK TO THE HOLD SHORT. THE FUEL WAS SWITCHED BACK TO THE LEFT TANK FOR TAKEOFF AS THE POH PRESCRIBES. SECOND WAS A STOP AND GO, STILL ON THE LEFT TANK AND THE THIRD WAS A FULL STOP TAXI BACK. LEFT TANK READ LOWER THAN RIGHT TANK, TOOK OFF AND FLEW BACK TO KGMU ON THE RIGHT TANK. LEVELING OFF AT 3500' THE CREW PERFORMED A CRUISE CHECKLIST. SHORTHLY THEREAFTER, THE ENGINE BEGAN TO RUN ROUGH AND SHUT DOWN. EMERGENCY PROCEDURE WAS INITIATED AND ATTEMPTS WERE MADE TO RESTART THE ENGINE. AFTER A COUPLE OF UNSUCCESSFUL ATTEMPTS TO RESTART THE ENGINE, PILOTS DECLARED AN EMERGENCY AND SELECTED A FREE FIELD TO LAND. TOUCHED DOWN AT 4:25 PM. NO PERSONAL INJURIES OCCURRED. MINOR DAMAGE TO AIRCRAFT. AFTER LANDING THE CREW EXITED THE AIRCRAFT AND PERFORMED A VISUAL CHECK OF THE LEFT AND RIGHT FUEL TANKS. THE RIGHT TANK WAS STILL ALMOST FULL AND THE LEFT FUEL TANK WAS NEARLY DRY. AN INVESTIGATION BY THE CREW, DETERMINED THAT THE STUDENT DID NOT PROPERLY CHANGE THE FUEL SELECTOR. THE FUEL SELECTOR MUST BE IN A SUBTLE DETENT PRIOR TO TURNING. THE STUDENT NEVER FELT THE DETENT PRIOR TO CHANGING THE FUEL SELECTOR. THEREFORE, THE AIRCRAFT RAN THE ENTIRE TIME OFF THE LEFT TANK CAUSING THE FUEL TO BE EXHAUSTED.
