c5	remark
20110326005999I	PILOT WAS CONDUCTING TOUCH AND GO OPERATIONS TO AN OFF AIRPORT DIRT ROAD.  UPON THE INCIDENT LANDING THE LEFT MAIN GEAR STRUT FAILED.  THE LEFT SIDE OF THE AIRCRAFT LISTED TO THE LEFT AND CAME TO REST.
20110326006799A	PILOT HAD STARTED THE TRIP WITH FULL FUEL TANKS. ON THE LAST LEG (LONGEST LEG) OF THE TRIP, PILOT ENCOUNTERED STRONG HEADWINDS. ADDITIONALLY, TO MAINTAIN VFR, THE PILOT CLIMBED TO 7500' MSL (PLANNED ALTITUDE WAS 3500'MSL). DURING THE DESCENT TO THE DESTINATION AIRPORT (POTSDAM NY) THE ENGINE SUDDENLY LOST POWER. POWER COULD NOT BE RESTORED AND PILOT REALIZED HE WOULD HAVE TO MAKE AN OFF-AIRPORT LANDING. DURING THE LANDING ON A ROAD, THE LEFT WING STRUCK AN OBSTRUCTION, YAWING THE AIRPLANE TO THE LEFT. THE AIRPLANE THEN STRUCK A SNOWBANK AND CAME TO A STOP, RECEIVING SUBSTANTIAL DAMAGE BUT NO INJURIES TOTHE PILOT.
20110326007419A	THE RED THUNDER AIR SHOW TEAM IN ATTENDANCE AT THE WINGS OVER FLAGLER WARBIRD FLY IN CONSISTED OF PILOTS ^PRIVACY DATA OMITTED^ IN AIRCRAFT N808TD, ^PRIVACY DATA OMITTED^ IN AIRCRAFT N207YK, ^PRIVACY DATA OMITTED^, IN AIRCRAFT N4059G, AND ^PRIVACY DATA OMITTED^, IN AIRCRAFT N81817. THE RED THUNDER AIR SHOW TEAM WAS AT THE WINGS OVER FLAGLER WARBIRD FLY IN TO PERFORM AEROBATICS. THE RED THUNDER AERIAL TEAM PERFORMED THREE AEROBATIC FLIGHTS ON MARCH 26, 2011.THE FIRST FLIGHT OCCURRED AT 11:15, 2ND AT 1400. THE FIRST AND SECOND FLIGHTS WENT AS PLANNED. THE FOLLOWING WERE THE MANEUVERS PERFORMED.  *1- LOOP- (^PRIVACY DATA OMITTED^)*2-WINGOVER AND ^PRIVACY DATA OMITTED^-(^PRIVACY DATA OMITTED^)  3-BANANA PASS*4- HEART, CUBAN- LOOP (^PRIVACY DATA OMITTED^ PERFORMS LOOP AND ^PRIVACY DATA OMITTED^ ? CUBAN)  5-SWITCH BLADE*6-BOMB BURST ( ? CUBAN ^PRIVACY DATA OMITTED^ AND ^PRIVACY DATA OMITTED^ AVALANCHE)  7-BREAK AND REJOIN*8-FORM LOOP, TAILCHASE (^PRIVACY DATA OMITTED^)  9- STARBURST* INDICATES MANEUVERS PERFORMED BY AEROBATIC PILOTS: LEAD PILOT ^PRIVACY DATA OMITTED^ AND PILOT ^PRIVACY DATA OMITTED^.^PRIVACY DATA OMITTED^ AND ^PRIVACY DATA OMITTED^ ARE NON AEROBATIC PILOTS.THE 3RD FLIGHT STARTED OFF AS PLANNED. AFTER THE HEART MANEUVER, AIRCRAFT N808TD FLOWN BY ^PRIVACY DATA OMITTED^ DID NOT COMPLETE THE LOOP MANEUVER AS PLANNED. IN THE PROCESS OF COMPLETING THE LOOP THE AIRCRAFT ROLLED AND BEGAN AN APPROXIMATE45 DEGREE FLIGHT PATH UNTIL THE POINT OF IMPACT, THERE WAS NO APPARENT ATTEMPT TO PULL UP BY THE PILOT ACCORDING TO WITNESSES.THE SECOND PILOT ^PRIVACY DATA OMITTED^ FLYING AIRCRAFT N207YK FLYING THE AEROBATIC MANEUVER AFTER THE HEART EXECUTED A HALF CUBAN. AT THE TOP OF THE HALF CUBAN HE STATED, " I HAD A VISUAL ON AT THE TOP OF MY HALF CUBAN AND ALL APPEARED NORMAL. AS I COMPLETED THE HALF ROLL I SAW THE LEAD AIRCRAFT AND IT APPEARED TO BE IN A POSITION I HAD A QUESTION ABOUT SO I KEYED THE MIKE AND SAID ^PRIVACY DATA OMITTED^ I GOT NO RESPONSE, SO I CALLED "KNOCK IT OFF" WHICH WAS TO STOP ALL MANEUVERINGS. I HEARD ON THE RADIO NO, NO, NO. I ATTEMPTED TO CALL KNOCK IT OFF AGAIN AND NO RESPONSE." PILOT ^PRIVACY DATA OMITTED^ SAID HE HEARD ^PRIVACY DATA OMITTED^ YELL ^PRIVACY DATA OMITTED^, WITH NO RESPONSE FROM ^PRIVACY DATA OMITTED^.  THE NO NO NO HEARD BY ^PRIVACY DATA OMITTED^ WAS FROM PILOT ^PRIVACY DATA OMITTED^.^PRIVACY DATA OMITTED^ WHEN ASKED WHAT HE EXCEPTED TO SEE AND HE EXPLAINED, THAT AFTER THE HEART AND PERFORMING THE FOLLOWING MANEUVERS, THE LOOP FOR ^PRIVACY DATA OMITTED^  AND ? CUBAN FOR ME , WHAT HE EXPECTED TO SEE WAS THE BOTTOM OF ^PRIVACY DATA OMITTED^ AIRCRAFT, INSTEAD HE SAW THE TOP OF THE AIRCRAFTTHE LEAD NON AEROBATIC PILOT, ^PRIVACY DATA OMITTED^ STATED WHEN HE SAW ^PRIVACY DATA OMITTED^ AIRCRAFT HE WAS UPRIGHT IN AN APPROXIMATELY 45 DEGREE DOWN LINE COMING DOWN RUNWAY 24, THE AIRCRAFT CONTINUED ON THE SAME LINE OF FLIGHT UNTIL IMPACT, ^PRIVACY DATA OMITTED^ OBSERVED NO PITCH DEVIATION DURING THE LAST 300' OR SO OF DESCENT.  PILOT ^PRIVACY DATA OMITTED^ SAW THE AIRCRAFT IMPACT THE GROUND, HE NEVER PULLED UP AND THE AIRCRAFT CONTINUED ON A STEADY LINE DOWN TO THE POINT OF IMPACT.VIDEO SHOWS NO APPARENT ATTEMPT BY THE PILOT TO PULL UP.  NTSB IS ATTEMPTING TO OBTAIN ORIGINAL COPY. AFTER THE HEART MANEUVER, NO FURTHER COMMUNICATION WAS RECEIVED FROM ^PRIVACY DATA OMITTED^. ^PRIVACY DATA OMITTED^ DID STATE AFTER A PREVIOUS PRACTICE OCCURRING ON WEDNESDAY MARCH 23, 2011 HE HAD  A CONVERSATION WITH ^PRIVACY DATA OMITTED^ AFTER PRACTICE IN WHICH ^PRIVACY DATA OMITTED^ TOLD ^PRIVACY DATA OMITTED^ THAT HE NEED TO GET INTO BETTER SHAPE BECAUSE OF THE G'S. AIRCRAFT HAD POST FIRE DAMAGE, THE IMPACT SITE WAS LOCATED ABOUT 400 FEET FROM RUNWAY 24. THE AIRCRAFT WRECKAGE WAS MOSTLY CONFINED TO A SMALL AREA, AND MAJOR AIRCRAFT PARTS IDENTIFIED WERE: FUSELAGE, WINGS, STABILIZERS, RUDDER, FLAPS, AILERONS, ELEVATOR, ENGINE, AND PROP.THE RUDDER, ELEVATOR AND TRIM TABS CONTROL CABLES WERE CHECKED FOR CONTINUITY.   THE AIRCR
20110327004349I	PILOT IN COMMAND (PIC), ^PRIVACY DATA OMITTED^ TOOK OFF AS PART OF THE TROJAN HORSEMEN FLIGHT DEMO TEAM AS ONE OF A FLIGHT OF SIX.  SHORTLY AFTER TAKE OFF, ^PRIVACY DATA OMITTED^ ANNOUNCED ON THE TOWER FREQUENCY THAT THE "CHIP" LIGHT ILLUMINATED, THAT HE BROKE FROM THE FORMATION AND WAS RETURNING TO THE AIRPORT.  APPROXIMATELY ONE MINUTE LATER, ^PRIVACY DATA OMITTED^ ANNOUNCED THAT THE ENGINE HAD FAILED.  ^PRIVACY DATA OMITTED^ ATCT CLEARED HIM TO LAND ON ANY RUNWAY.  ^PRIVACY DATA OMITTED^ADVISED THAT HE WAS GOING TO LAND ON RUNWAY 36.  WHILE ON FINAL APPROACH TO RUNWAY 36, OIL LEAKED FROM THE ENGINE, COMPLETELY BLOCKING THE VIEW FROM THE CANOPY.  BY THE TIME ^PRIVACY DATA OMITTED^ WAS ABLE TO OPEN THE CANOPY, THE AIRCRAFT POSITION WAS EAST OF AND ABEAM THE NUMBERS 36.  ^PRIVACY DATA OMITTED^ WAS THEN COMMITTED TO ENTER A LEFT DOWNWIND AND LAND RUNWAY 18.  WINDS WERE REPORTED AT 210 DEGREES AT 10 KNOTS.  THE AIRCRAFT LANDED IN THE WATER SHORT OF THE APPROACH END ON RUNWAY 18 WITH THE LANDING GEAR EXTENDED AND FLIPPED UPSIDE DOWN.
20110327004539I	PILOT REPORTED HE WAS CLEARED FOR A STRAIGHT IN LANDING FOR RUNWAY 27L. THE PILOT STATED HE FORGOT TO LOWER THE LANDING GEAR. THE PILOT LANDED GEAR UP.
20110327005089A	ON MARCH 27, 2011, ABOUT 0600 CENTRAL DAYLIGHT TIME, N97383, A STINSON 108, WAS DESTORYED UPON IMPACT NEAR DICKENS, TEXAS. THE PRIVATE PILOT AND TWO PASSENGERS WERE FATALLY INJURED. THE AIRPLANE WAS MOSTLY CONSUMED BY A POST-IMPACT FIRE. THE AIRPLANE WAS REGISTERED TO AND OPERATED BY A PRIVATE PILOT UNDER TITLE 14 CODE OF FEDERAL REGULATIONS PART 91 ON A PERSONAL FLIGHT. INSTRUMENT METEOROLOGICAL CONDITIONS PREVAILED, AND NO FLIGHT PLAN WAS FILED. THE FLIGHT ORIGINATED FROM A PRIVATE AIRFIELD AT AN UNDETERMINED TIME.THE WRECKAGE WAS FOUND IN A PASTURE BY A LOCAL RESIDENT AT ABOUT 1300 CENTRAL DAYLIGHT TIME. THERE ARE NO KNOWN WITNESSES TO THE ACCIDENT.
20110327005439I	PIC EXTENDED LANDING GEAR ON LONG APPROACH TO SLOW AIRCRAFT DUE TO SLOWER TRAFFIC AHEAD. GEAR DOWN LIGHT WAS ILLUMINATED. APPROACH WAS NORMAL. PIC TURNED RIGHT BASE FOR LANDING ON RWY 04. THE LANDING WAS SOFT AND NORMAL. DURING ROLLOUT THE LANDING GEAR COLLAPSED AND THE AIRCRAFT CAME TO A STOP.
20110327005509A	COVENTIONAL GEAR TUNDRA TIRE EQUIPPED AIRCRAFT NOSED OVER AFTER CONTACT WITH DEEP SNOW.  PILOT WAS CONDUCTING A LOW APPROACH FOR SURVEY OF PROPOSED LANDING AREA AND MISJUDGED HIS ACTUAL HEIGHT.  CONDITIONS WERE SNOW COVERED WITH FLAT LIGHT.
20110327008459A	AIRCRAFT WAS REPORTED TO HAVE LEFT FLAGLER COUNTY AIRPORT PALM COAST, FL (XFL), ENROUTE TO CHIPPEWA VALLEY REGIONAL AIRPORT, EAU CLAIRE, WI (EAU).  PILOT HAD A FUEL RECEIPT ON HIM FROM OBA FUELING SERVICES, INC., ORMOND BEACH, FL (OMN) DATED 03/26/2011 @ 13:53 EDT FOR 67 GALLONS CHARGED TO NEPLUSULTRA CORP.  AT THE ACCIDENT SIGHT WAS AN INVOICE FROM SUNRISE AVIATION , INC., ORMOND BEACH, FL DATED 03/26/2011 @ 10:34 AM EDT FOR TIE DOWN FEE ON N4085F.  NO KNOWN FLIGHT PLAN WAS FILED.  ON 03/27/2011, THE AIRCRAFT WAS REPORTED AS MISSING AND WAS DISCOVERED 04/01/2011 BY CIVIL AIR PATROL.  AIRCRAFT IMPACTED TREES AND THE SIDE OF THE HILL AT 1326 FEET MSL.  THE DAMAGE TO THE TREES AND IMPACT SIGHT INDICATE AIRCRAFT WAS AT A CRUISE CONFIGURATION.  THE PILOT WAS NOT INSTRUMENT RATED.  AT THE BELIEVED TIME OF THE ACCIDENT, APPROXIMATELY 2:00 AM CDT, THE WEATHER WAS ON THE 26TH @ 22:30 CDT - 800'/OVERCAST, AT 1:00 CDT (27TH) 1500'/BROKEN, 2:00 TO 3:30 CDT 1000'/BROKEN AND 3:30 CDT 3400'/CLOUDS.  AT IMPACT  THE PILOT AND TWO OTHER PASSENGERS WERE THROWN FROM THE AICRAFT.  THERE WAS A POST CRASH FUEL FIRE THAT DID EXTENSIVE DAMAGE TO THE COCKPIT AND FUSELAGE AREA.  THE AIRCRAFT  MAINTENANCE DOCUMENTS AND PILOT LOGBOOKS WERE NOT RECOVERED FROM THE SIGHT AND PRESENTLY ^PRIVACY DATA OMITTED^ (PILOT'S DAUGHTER) HAS BEEN UNABLE TO LOCATE EITHER PILOT OR AIRCRAFT DOCUMENTS.
20110328003829I	THIS OFFICE NOTIFIED BY NEW ENGLAND AREA OPERATIONS CENTER THAT: "N421RX, C421, INBOUND TO BANGOR MAINE SHUTDOWN #2 ENGINE FOR AN UNSPECIFIED REASON.  AIRCRAFT LANDED WITHOUT INCIDENT AT 0530 EDT, 3/28/11."  UPON FURTHER INVESTIGATION IT WAS DISCOVERED THAT ON APPROACH TO BANGOR MAINE THE PILOT NOTICED A ROUGH RUNNING ENGINE DURING DECENT BETWEEN 8000 AND 7000 FEET.  PILOT INITIALLY THOUGHT IT WAS A FUEL ISSUE AND HENCEFORTH PUSHED THE MIXTURE UP AND TURNED RIGHT AUX FUEL PUMP TO HIGH.  THIS REMOVED SOME ROUGHNESS OUT OF THE ENGINE, HOWEVER A VIBRATION COULD STILL BE FELT.  ALL INDICATIONS ON INSTRUMENTS WERE NORMAL AND IN THE GREEN.  PILOT TRIED TO SMOOTH OUT THE ENGINES BY ADJUSTING THE PROPELLERS.  SHORTLY AFTERWARDS PILOT CONFIRMED OIL WAS LEAKING FROM RIGHT ENGINE, DECLARED AN EMERGENCY, SHUT DOWN RIGHT ENGINE FEATHERED PROPELLER.  UPON INVESTIGATION BY AIRCRAFT MAINTENANCE A CRACK WAS FOUND ON RIGHT HAND ENGINE EXTENDING APPROXIMATELY TEN INCHES FROM TOP RIGHT OF NUMBER 5 CYLINDER.
20110328003969A	ON MARCH 28, 2011, AT APPROXIMATELY 8:45 CDT, THE PILOT OF CESSNA AIRCRAFT MODEL 425, REGISTRATION NUMBER N410VE, EXECUTED A GPS APPROACH TO RUNWAY 22 AT HEMPHILL COUNTY AIRPORT (HHF).  THE PILOT REPORTED THE WEATHER WAS 600 FT CEILING AND 5 MILES VISIBILITY.  THE PILOT STATED HE BROKE OUT OF THE CLOUDS AND DISCOVERED HE WAS HIGH AND BEYOND THE RUNWAY 22 THRESHOLD.  THE PILOT THEN EXECUTED A GO AROUND, BANKED RIGHT, THEN EXECUTED A LEFT HAND TURN AND ELECTED TO LAND ON RUNWAY 4.  THE INITIAL LANDING MARKS  SHOW THE RIGHT GEAR IMPACTED HARD, THE RIGHT TIRE BLEW OUT AND THE GEAR HYDRAULIC DAMPNER BLEW OUT.  THE AIRCRAFT CONTINUED ROLLING LEFT OF CENTERLINE, THEN VEERED RIGHT AND DEPARTED THE RUNWAY AT THE INTERSECTION TO RUNWAY 18-36.  THE AIRCRAFT YAWED TO THE RIGHT, COLLAPSING THE LEFT MAIN GEAR AND THE NOSE GEAR.  THE AIRCRAFT SLID TO A STOP IN THE GRASS AREA BETWEEN RUNWAY 4 AND  TAXIWAY P.THE PILOT WAS NOT INJURED, FOUR OF THE SIX PASSENGERS WERE TAKEN TO THE HOSPITAL FOR EVALUATION AND RELEASED.THERE WAS SUBSTANTIAL DAMAGE TO BOTH PROPELLERS, ALL THREE LANDING GEAR, NOSE GEAR KEELS ON BOTH SIDES, AND DAMAGE TO THE LOWER FUSELAGE.
20110328004469I	ON MARCH 28, 201, A CALL WAS RECEIVED FROM THE PORTS AUTHORITY OF FERNANDO LUIS RIBAS DOMINICCI AIRPORT (SIG) INDICATING THAT AIRCRAFT REGISTRATION NUMBER N43MH, ASTRA 100, LANDED AT SIG AFTER DECLARING AN EMERGENCY WITHOUT THE CABIN DOOR. AN INTERVIEW WAS CONDUCTED TO THE FLIGHT CREW. IN ACCORDANCE WITH THE FLIGHT CREW, AIRCRAFT N43MH DEPARTED FROM LUIS MUNOZ MARIN INTERNATIONAL AIRPORT (TJSJ) ENROUTE TO PUNTA CANA, DOMINICAN REPUBLIC (MDPC). THEY INDICATED THAT THE DOOR WAS CLOSED WITHOUT ANY PROBLEM. UPON DEPARTING FROM TJSJ THEY TURNED TO A HEADING OF 350 DEGREES AND WERE CLIMBING TO 13,000 FEET. WHEN PASSING 6,000 FEET THE CABIN DOOR INDICATION LIGHT WENT ON, AND SUDDENLY THE DOOR RIPPED OFF. THE PILOT DECLARED AN EMERGENCY DUE TO PRESSURIZATION PROBLEMS AND REQUESTED TO LAND AT SIG. INVESTIGATION REVEALED THAT THE MAIN DOOR LATCHES RECEPTACLES SHOWS NO SIGNED OF DAMAGE, THE DOOR BECAME OPEN, RIPPED OFF FROM THE HINGES BY THE WIND FORCE IMPACTING THE INNER LEADING PORTION OF THE LEFT WING, SOME DEBRIS FROM THE DOOR SOUND PROOFING WERE INJECTED THRU THE NUMBER ONE ENGINE AND SOME DENTS WERE FOUND UNDERNEATH AIRCRAFT FUSELAGE. THE DOOR DEPARTED THE AIRCRAFT INTO THE OCEAN AND WAS NOT RECOVERED. THE AIRCRAFTS RECORDS FOR AIRCRAFT REGISTRATION NUMBER N43MH WERE REVIEWED. THE AIRCRAFT TOTAL TIME ON MARCH 28, 2011 WAS 6,281.4 HOURS AND 4,675 LANDINGS. ON AUGUST 18, 2010, AT 6,129.6 HOURS A 250 HOURS (A) AND 500 HOURS (B) INSPECTIONS WERE COMPLETED. LAST INSPECTION PERFORMED WAS A 150 HOURS THAT WAS COMPLETED ON MARCH 11, 2011 AT 6,271.7 HOURS. AIRWORTHINESS DIRECTIVE (AD) 2010-11-02, CONCERNING CABIN DOOR ISSUE BECAME EFFECTIVE ON JUNE 25, 2010 ON THAT DATE THE AIRCRAFT TOTAL TIME WAS 6,123.6 HOURS. AD 2010-11-02 REQUIRES THE MODIFICATION OF THE CABIN DOOR WARNING LIGHT AT 250 HOURS FROM THE EFFECTIVE DATE OF THE AD. AT THE MOMENT THIS INCIDENT OCCURRED THE AD COMPLIANCE INTERVAL HAVE NOT EXCEEDED ON AIRCRAFT N43MH. GULFSTREAM FIELD SERVICE REPRESENTATIVE AND SERVICE ENGINEERING WERE ON-SITE EVALUATING THE AIRCRAFT.
20110328007789I	ON 3/28/2011, TIME UNKNOWN, ^PRIVACY DATA OMITTED^, FLYING AN EXPERIMENTAL HOMEBUILT AIRCRAFT, REGISTRATION NUMBER ^PRIVACY DATA OMITTED^, ENTERED THE UNITED STATES FROM MEXICO DESTINED FOR LANDING AT NOGALES, AZ (OLS) TO CLEAR CUSTOMS.  THERE WAS ONE PASSENGER ONBOARD.  ON APPROACH TO OLS ^PRIVACY DATA OMITTED^ SELECTED THE LANDING GEAR TO EXTEND.  ^PRIVACY DATA OMITTED^ NOTED THAT THE LEFT MAIN GEAR DID NOT INDICATE DOWN.  HE CONFIRMED THAT THE LEFT MAIN GEAR WAS NOT DOWN VIA A MIRROR MOUNTED ON THE OUTBOARD LEADING EDGE OF THE LEFT WING.  HE ATTEMPTED TO EXTEND THE LANDING GEAR USING THE EMERGENCY GEAR EXTENSION SYSTEM, BUT WAS UNSUCCESSFUL.  ^PRIVACY DATA OMITTED^ DECIDED TO RETRACT THE LANDING GEAR AND CONTINUE TO EARNEST A. LOVE FIELD IN PRESCOTT, AZ (PRC), WHICH IS WHERE HE HANGARS THE AIRCRAFT.  ON 3/28/2011 AT 1731 MST N270MD PERFORMED A GEAR-UP LANDING AT PRC.  THE AIRCRAFT, A GLASAIR SUPER II S BUILT BY THE PILOT, SUFFERED ONLY MINOR DAMAGE WITH NO STRUCTURAL DAMAGE AND THERE WERE NO INJURIES.  IT HAS NOT BEEN DETERMINED WHY THE LEFT MAIN LANDING GEAR ASSEMBLY FAILED TO EXTEND.
20110329004699I	DURING A NORMAL LANDING ON RUNWAY 9R THE NOSE LANDING GEAR COLLAPSED AT LANDING TOUCH DOWN DUE TO FAILURE OF STRUT TUBE ABOVE A WELDED JOINT.  THE PILOT REPORTED THE COLLAPSE TO BE GRADUAL UNTIL TOTAL FAILURE AND THE AIRCRAFT EXITED THE RUNWAY TO THE RIGHT.  THE HORIZONTAL STABILIZER HAD BEEN PREVIOUSLY MODIFIED BY EXTENDING ITS LENGTH 12 INCHES ON EACH SIDE TO INCREASE ITS EFFECTIVENESS DURING LANDING AND DECREASE THE LOAD ON THE NOSE GEAR.
20110329006059A	WHILE ENROUTE TO CHARLES B. WHEELER DOWNTOWN AIRPORT (MKC), KANSAS CITY, MISSOURI, THE PILOT WAS NOT ABLE TO COMMUNICATE WITH MKC ATCT. THE PILOT SET THE TRANSPONDER TO TRANSMIT 7600 AND CIRCLED THE AIRPORT LOOKING FOR LIGHT SIGNALS TO INDICATE CLEARANCE TO LAND. THE AIRCRAFT TOUCHED DOWN ON RUNWAY 03, LANDING ON ITS BELLY AND SLID TO A STOP AT THE INTERSECTION OF RUNWAYS 03/21 AND 01/19, DAMAGING THE PROPELLER AND THE BELLY. WITNESS STATEMENTS DESCRIBE THIS AIRCRAFT LANDING WITH NO SIGNS OF THE LANDING GEAR BEING EXTENDED. THE INVESTIGATION AFTER THE ACCIDENT REVEALED THE LANDING GEAR HANDLE IN THE 'DOWN' POSITION, THE CIRCUIT BREAKER FOR THE LANDING GEAR MOTOR OPEN, AND THE MAIN LANDING GEAR PARTIALLY EXTENDED, TOUCHING THE GROUND. THE AVIONICS MASTER SWITCH WAS FOUND IN THE 'ON' POSITION AND BATTERY MASTER SWITCH IN THE 'OFF' POSITION.
20110329007369A	ON MARCH 29, 2011 AT APPROXIMATELY 1600 EDT AN EXPERIMENTAL AMATEUR BUILT AIRCRAFT HROSIK GENE AVENTURA II, N5842, REGISTERED TO ^PRIVACY DATA OMITTED^ AND PILOTED BY ^PRIVACY DATA OMITTED^, COLLIDED WITH A TREE BRANCH AT THUNDERBIRD AIRPART (2FA5) CRESCENT CITY FL SHORTLY AFTER TAKE-OFF.  VISUAL METEROLOGICAL CONDITIONS PREVAILED AT THE TIME.  THE AIRCRAFT WAS SUBSTANTIALLY DAMAGED, NO INJURIES WERE SUSTAINED BY THE PILOT.THIS ACCIDENT WAS REPORTED TO THE FAA ON 4/4/2011.
20110329007649I	WITNESS STATED PILOT LANDED LONG ON WET GRASS RUNWAY AND RAN OFF THE END OF RUNWAY INTO MUD.
20110329010319A	ON MARCH 29TH AT ABOUT 1604 EDT N619VH, A PIPER PA46-350P IMPACTED A FIELD SOUTHEAST OF THE DEPARTURE RUNWAY 21 OF CUSTER AIRPORT (KTTF).  THE AIRCRAFT WAS ON AN IFR FLIGHT PLAN IN VMC CONDITIONS.  RADAR DATA INDICATES THE AIRCRAFT WAS AT 132 KNOTS GROUND SPEED AT 800 FEET.  WITNESSES AT THE SCENE REPORTED THE AIRCRAFT WAS AT A HIGHER THAN NORMAL RATE OF SPEED ON FINAL TO RUNWAY 21 WITH THE LANDING GEAR RETRACTED.  INVESTIGATION OF RUNWAY 21 SHOWED 37 PROPELLER SLASH MARKS APPROXIMATELY 2000 FEET DOWN RUNWAY 21 WITH MATERIAL CONSISTENT WITH THE PROPELLER LOCATED IN THE AREA OF THE SLASH MARKS.  A RADIO CALL FROM THE MISHAP AIRCRAFT TO THE LOCAL FBO REQUESTING A MECHANIC WAS HEARD BY FBO PERSONNEL WITH NO RESPONSE FROM THE AIRCRAFT UPON SUBSEQUENT RADIO CALLS FROM THE FBO.  WITNESSES REPORTED SEEING THE AIRCRAFT AT LOW ALTITUDE NEAR THE END OF RUNWAY 21 IN A STEEP LEFT HAND TURN WITH THE GEAR RETRACTED AND THE ENGINE AT A HIGH POWER SETTING.  THE AIRCRAFT WAS SEEN BANKING AS HIGH AS 90 DEGREES AT AN ALTITUDE SLIGHTLY ABOVE TREE LEVEL AND AT SLOW RATE OF SPEED.  THE AIRCRAFT WAS THEN SEEN TO DROP SUDDENLY AND IMPACT THE GROUND IN A NOSE DOWN ATTITUDE WITH NEAR SIMULTANEOUS CONTACT OF THE LEFT WINGTIP AND NOSE.  THE DISPERSAL OF THE WRECKAGE WAS CONSISTENT WITH A HIGH VERTICAL IMPACT CAUSING THE AIRCRAFT TO BREAK UP.  THE WRECKAGE WAS THEN ENGULFED IN A LARGE POST IMPACT FIRE.  THE PILOT AND TWO PASSENGERS WERE FATALLY INJURED.  POST CRASH INVESTIGATION OF THE WRECKAGE SHOWED PROPELLOR TIP DAMAGE ON ALL THREE PROPELLORS CONSISTENT WITH THE RUNWAY GROUND CONTACT MARKS.  INSPECTION OF THE LANDING GEAR INDICATES THE GEAR WAS IN THE UP AND STOWED POSITION AT IMPACT AND THE FLAPS WERE NOT EXTENDED.  INSPECTION OF ALL OTHER AIRCRAFT ARTIFACTS SHOWED NO OBVIOUS ABNORMAL CONDITIONS.
20110330004559I	DESCRIPTION: DURING LANDING ROLLOUT ON AN INSTRUCTIONAL FLIGHT, PILOT MISTAKENLY MOVED THE LANDING GEAR HANDLE TO THE UP POSITION.  AS A RESULT, THE NOSE GEAR RETRACTED AND THE AIRCRAFT'S NOSE DROPPED ONTO THE RUNWAY CAUSING MINOR DAMAGE THE AIRFRAME, PROPELLER, AND ENGINE.CASUAL/CONTRIBUTING FACTORS: LACK OF PROCEDURE, LACK OF INSTRUCTOR OVERSIGHT/BRIEFING.RECOMMENDATION FOR SYSTEMIC CORRECTIVE ACTION: BETTER PROCEDURES FOR STOP AND GO OPERATIONS, BETTER OVERSIGHT BY INSTRUCTOR.COMMENTS: NONE.
20110330005419I	A STUDENT SPORT PILOT MADE A HARD LANDING ON MARCH30, 2011AT APPROXIMATELY 1630 HRS AT THE PINCONNING, MICHIGAN AIRPORT (GROSS 52I).THE STUDENT PILOT STATED THAT HE MADE A SMALL ADJUSTMENT TO THE HORIZONTAL STABILIZER AND WANTED TO SEE HOW MUCH OF A DIFFERENCE THE ADJUSTMENT HAD MADE. THE AUTO GYRO PLANE UNEXPECTEDLY GOT OFF THE GROUND AND HE HAD TO GO AROUND THE TRAFFIC PATTERN TO LAND. HE HAD NOTICED HIS DECENT WAS TOO STEEP AND COULD NOT CORRECT IN TIME AND LANDED HARD ON THE 2600 FOOT LONG AND 100 FEET WIDE TURF RUNWAY.HE SAID THAT AFTER HE HIT THE RUNWAY HARD THE EXPERIMENTAL BUILT AUTO GYRO BOUNCED 20 TO 25 FEET IN THE AIR. THE PLANE HAD TRICYCLE GEAR MADE OF FIBERGLASS AND WAS VERY SPRINGY.WHEN THE AIRCRAFT CAME DOWN THE SECOND TIME THE TWO BLADED MAIN ROTORS CONTACTED THE AFT ENGINE PROPELLER DAMAGING THE PROPELLER MAIN ROTOR AND VERTICAL STAB. THE PILOT WAS TAKEN TO A NEAR BY HOSPITAL   FOR A POSSIBLE CONCUSSION AS A PRECAUTION.WHEN I HAD CONTACTED HIM BY PHONE THE FOLLOWING DAY HE STATED THAT HE DIDN'T INTEND TO FLY BUT THE AUTOGYROPLANE GOT AIRBORNE BECAUSE OF THE HORIZONTAL STABILIZER ADJUSTMENT.HIS 90 DAY SOLO ENDORSEMENT HAD EXPIRED AND WAS NOT CURRENT TO FLY SOLO.
20110330006029A	ON WEDNESDAY, MARCH 30, 2011, AT APPROXIMATELY 12:48 EASTERN TIME, A CESSNA 310R, OPERATED BY A CERTIFICATED AIRLINE TRANSPORT PILOT, (ATP), WAS DESTROYED ON APPROACH TO PIKE COUNTY AIRPORT/HATCHER FIELD OFF OF AIRPORT PROPERTY.  THE PILOT, ^PRIVACY DATA OMITTED^, ATP CERTIFICATE # ^PRIVACY DATA OMITTED^, AND THE ONE PASSENGER WERE FATALLY INJURED.  THE FLIGHT ORIGINATED FROM (MGY) DAYTON WRIGHT BROTHERS AIRPORT DAYTON, OH.  THERE WAS A POST CRASH FIRE.  THE AIRCRAFT IS REGISTERED TO MILLER AVIATION (MLJA) OF PORTLAND IN.  THE FLIGHT WAS BEING CONDUCTED UNDER CFR PART 135 AND IN INSTRUMENT METEROLOGICAL CONDITIONS.
