c5	remark
20060623014429I	(-23) DURING CRUISE, PILOT EXPERIENCED ENGINE POWER LOSS, EXECUTED EMERGENCY LANDING PROCEDURE AND SAFELY LANDED IN A MARSH AREA WITH EXTERNAL FLOATS DEPLOYED TO AVOID A/C DAMAGE. "AIR LEAK" DETECTED AT "P4" LINE CONNECTION TO THE ENGINE FUEL CONTROL UNIT AND REPAIRED. AIRCRAFT FLOWN TO INTENDED DESTINATION (PTN). NO FATALITIES OR INJURIES REPORTED.
20060623014589I	(-23) PILOT WAS ON A SOLO CROSS-COUNTRY FROM SCOTTSDALE, AZ TO FLAGSTAFF, AZ. AFTER LANDING AT FLAGSTAFF WHILE TAXIING TO PARKING THE STUDENT PILOT HIT ANOTHER AIRCRAFT WITH HIS WING TIP.
20060623015269I	(-23) PILOT STATED EVERYTHING NORMAL FOR LANDING SET UP. HE THOUGHT HE PUT THE GEAR DOWN BUT DOESN'T REMEMBER FOR SURE. WHEN ASKED IF HE HEARD A GEAR WARNING, HE STATED THAT THE WARNING IN THIS AIRCRAFT IS MORE LIKE A CHIME THAN A WARNING HORN. HE STATED THAT JUST BEFORE HE TOUCHED DOWN HE THOUGHT HE REMEMBERS HEARING THE CHIME. HE STATED THAT HE WAS BELOW 90 MPH FOR AT LEAST 15 SECONDS AND THE AIRCRAFT IS EQUIPPED WITH AN AUTO GEAR EXTENSION SYSTEM BUT THE GEAR WAS RETRACTED UPON TOUCHDOWN. HE REALIZED WHEN THE AIRCRAFT SETTLED LOWER THAN NORMAL THAT THERE WAS SOMETHING WRONG. AFTER LANDING GEAR UP HE PUT IN LEFT RUDDER AND STEERED THE AIRCRAFT OFF THE RUNWAY ONTO THE GRASS.
20060623016689I	(-23) ON JUNE 23, 2006, AT 1115 EST, A PIPER 28-140, N333KQ, OPERATING ON A PERSONAL FLIGHT, EXPERIENCED ENGINE POWER LOSS AT CRUISE ALTITUDE AND LANDED SAFELY ON AN UNPOPULATED ROAD IN SARASOTA, FLORIDA. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME. THE AIRCRAFT SUSTAINED NO DAMAGE AND THE PILOT AND PASSENGER HAD NO INJURIES. THE FLIGHT ORIGINATED AT FT. LAUDERDALE, FLORIDA AT APPROXIMATELY 1030 EST.
20060623016959A	(-23) AIRCRAFT DEPARTED SARASOTA AIRPORT WITH INSUFFICIENT FUEL TO REACH ITS DESTINATION AIRPORT. IMMEDIATELY AFTER INITIAL CLIMB AND LEVEL OUT AT 1600 FEET THE ENGINE LOST POWER AND BEGAN TO RUN ROUGH. THE PILOT ATTEMPTED TO RETURN TO SARASOTA AIRPORT BUT HAD INSUFFICIENT ALTITUDE TO MAKE THE RUNWAY. AIRCRAFT LANDED ONE HALF MILE FROM THE AIRPORT IN THE GULF OF MEXICO. INSPECTOR STATEMENT: I CONTACTED THE PILOT AND REQUESTED THAT HE PROVIDE ME WITH A PILOT STATEMENT OF THE EVENTS OF THE DAY. THE PILOT ^PRIVACY DATA O^ FAXED ME THIS STATEMENT AND IT IS INCLUDED. I WENT TO SARASOTA AIRPORT TO INSPECT THE AIRCRAFT ON 7/5/06. UPON SEEING THE AIRCRAFT, (N1052D) IN THE HANGAR, I FOUND IT ON ITS BELLY WITH THE GEAR STILL RETRACTED. THE ENGINE IS CARBURETED AND I WAS UNABLE TO REACH THE GASOLATOR TO INSPECT FOR FUEL. WHEN I PULLED THE ENGINE FUEL SUMP THERE WAS NOT ANY FUEL DISCHARGE PRESENT. THE AIRCRAFT HAS RECEIVED ADDITIONAL DAMAGE FROM THE RECOVERY PROCESS OUT OF THE SALT WATER WHERE IT LANDED. IT WOULD BE DIFFICULT TO DETERMINE IF THE LANDING GEAR WOULD EXTEND MANUALLY IF IT WERE RAISED UP ON JACKS DUE TO COWLING DAMAGE INCURRED DURING THE RECOVERY PROCESS. TOWER TAPES FROM THE FLIGHT ON 6/24/06 HAVE THE PILOT REQUESTING RETURN TO THE AIRPORT. HE REQUESTED TO LAND DUE TO FUEL STARVATION ON HIS TRANSMISSION TO THE TOWER. HE STATED IN HIS STATEMENT ON 6/24/06 TO THE AIRPORT ALERT PERSONNEL THAT HE HAD 7 GALLONS ON BOARD AT DEPARTURE FROM SARASOTA. UPON MY CONVERSATION WITH HIM HE STATES HE ESTIMATED HE HAD 10 GALLONS AND BASED THIS FROM HIS JPI FUEL SCAN 450 FUEL FLOW INDICATOR MOUNTED IN THE AIRCRAFT'S PANEL. UPON FURTHER REVIEW HE HAD NOT ATTEMPTED TO MEASURE HIS ACTUAL FUEL DURING HIS PREFLIGHT BUT RATHER OPENED THE FUEL CAPS TO SEE SOME FUEL SLOSHING IN THE TANKS. I CONDUCTED A CHECK WITH ALL FUEL PROVIDERS ON THE FIELD TO CONFIRM THAT N1052D DID NOT PURCHASE ANY FUEL ON THE DAY OF THE INCIDENT OR THE DAY PRIOR. BASED ON THE STATEMENT ON THE AIR TRAFFIC TAPES, THE PILOT'S STATEMENT, AND INTERVIEWS I CONDUCTED I DETERMINED THAT THE PILOT USED AN INACCURATE TECHNIQUE TO MEASURE HIS FUEL SUPPLY AND DEPARTED WITH INSUFFICIENT FUEL TO REACH HIS DESTINATION. IT IS QUESTIONABLE THAT THE AIRCRAFT HAD THE FUEL REQUIREMENT FOR VFR FUEL RESERVES AT THE TIME OF DEPARTURE. ^PRIVACY DATA OMITTED^                                                                            ^PRIVACY DATA OMITTED^
20060623029189A	(-23) ACCORDING WITH THE PILOT'S ^PRIVACY DATA^ ACCIDENT REPORT STATEMENT DATED 28 JUNE 2006, HE DEPARTED "VFR" FROM FT. LAUDERDALE (KFLL) DIRECT TO ST. THOMAS (TIST), IT APPEARS THAT THE PILOT'S ^PRIVACY DATA^ AIRCRAFT ENCOUNTERED A FUEL TRANSFER PROBLEM WITH THE AUXILIARY FUEL TANK, CAUSING THE AIRCRAFT TO RUN OUT OF FUEL DUE TO FUEL STARVATION, AND EVENTUALLY TO DITCH ON THE OCEAN 33NM FROM THE AGUADILLA AIRPORT.
20060624010709I	(-23) PILOT STATED THAT HE REFUELED THE AIRCRAFT AND TRIED TO START THE AIRCRAFT BUT IT WOULD NOT START. AFTER SEVERAL ATTEMPTS HE DECIDED TO HAND PROP THE AIRCRAFT. HE HAND PROPPED THE AIRCRAFT WHICH STARTED AND ACCELERATED WHILE THE PILOT WAS TRYING TO GET ONBOARD. HE NEVER GOT ONBOARD THE AIRCRAFT. THE AIRCRAFT ACCELERATED QUICKLY AND IMPACTED THE FUEL TRUCK, RESULTING IN A BENT PROPELLER AND MINOR DAMAGE TO THE RIGHT LANDING LIGHT AND LOWER RIGHT ENGINE COWLING.
20060624011859A	(-23) FLYING CLOSE TO MOUNTAINS AND ENCOUNTERED DOWNDRAFT, UNABLE TO ESTABLISH CLIMB DUE TO DOWNDRAFT.
20060624011949A	(-23) N486SB, CE-560, CRASHED AT THE END OF THE RUNWAY AT CABLE AIRPORT. AIRCRAFT COMPLETELY DESTROYED ON IMPACT. THREE OCCUPANTS INCLUDING PILOT WERE SEVERELY BURNED AND TRANSPORTED TO AREA HOSPITALS. EYE WITNESSES REPORTED SEEING THE AIRCRAFT LANDED LONG. CVR TRANSCRIPTS AND CD VIDEO SUBSTANTIATE EYEWITNESS ACCOUNTS OF THE ACCIDENT. AT THIS TIME THE PILOT IS UNABLE TO BE INTERVIEWED.
20060624012169A	(-23) ON JUNE 24, 2006, AT 1420 MDT, A PILATUS PC-12/47, N768H, REGISTERED TO JMH CAPITAL LLC, COLLIDED WITH TERRAIN APPROXIMATELY 1.5 MILES EAST OF THE BIG TIMBER, MONTANA AIRPORT WHILE ON A TRAINING FLIGHT. THE PILATUS CREW ADVISED THAT THEY WOULD BE ATTEMPTING A SIMULATED ENGINE FAILURE MANEUVER AFTER TAKEOFF. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME. THE AIRCRAFT WAS DESTROYED DURING THE CRASH SEQUENCE AND CONSUMED BY A POST CRASH FIRE. THE PILOT/OWNER AND CERTIFIED FLIGHT INSTRUCTOR SUSTAINED FATAL INJURIES. THE FLIGHT ORIGINATED AT BIG TIMBER, MONTANA SHORTLY BEFORE THE ACCIDENT.
20060624012909A	(-23) THE TWIN-ENGINE EXPERIMENTAL AIRPLANE WAS OPERATING IN THE TRAFFIC PATTERN FOR RUNWAY 18 AT LEE'S SUMMIT MUNICIPAL AIRPORT (LXT), LEE'S SUMMIT, MISSOURI. WITNESSES REPORTED HEARING AN ENGINE RUNNING ROUGH (CUTTING OUT) AND OBSERVED THE AIRCRAFT LOW ON DOWNWIND AND SLOWLY DESCENDING. WITNESSES REPORTED SEEING THE AIRCRAFT ROLL RAPIDLY TO THE RIGHT AND DESCEND VERTICALLY OUT OF SIGHT BEHIND A ROW OF TREES. AN INVESTIGATION AT THE SCENE REVEALED THAT THE AIRCRAFT IMPACTED THE GROUND NOSE FIRST RESULTING IN FATAL INJURIES TO THE PILOT AND SUBSTANTIAL DAMAGE TO THE AIRPLANE.
20060624014089A	(-23) AFTER TAKEOFF FROM RUNWAY 31, THE PILOT BEGAN A LEFT TURN AT APPROXIMATELY 1400 MSL (514' AGL). HE REPORTED HEARING 4 OR 4 SECONDS OF LOUD KNOCKING WHICH WAS FOLLOWED BY A SUDDEN PROPELLER STOPPAGE. THE AIRCRAFT LANDED ON A SOUTHWEST HEADING AND SLID ON BELLY SIDEWAYS FOR FIFTY FEET, KNOCKING BOTH LANDING GEAR STRUTS OFF, DEFORMING THE FIREWALL, AND DAMAGING THE BOTTOM OF THE ENGINE. THE MAIN SPAR MAY ALSO BE BENT. WAITING ON THE ENGINE TEARDOWN AND ANALYSIS. THE PILOT'S HEAD WAS CUT DURING LANDING, BUT HE WAS ABLE TO WALK AWAY FROM THE AIRPLANE. THE PILOT DID NOT HAVE A VALID MEDICAL TO ACT AS A PRIVATE PILOT, BUT CLAIMED TO BE EXERCISING HIS SPORT PILOT PRIVILEGE.
20060624014299A	(-23) THE PILOT OF N9204A REPORTED THAT WHILE APPROACHING A PRIVATE AIRPORT NORTH OF ATWOOD, ILLINOIS FOR LANDING, AND WHILE STILL APPROXIMATELY THREE MILES FROM THAT FACILITY, THE ENGINE LOST POWER FOR UNKNOWN REASONS. THE PILOT ELECTED TO MAKE AN OFF AIRPORT LANDING IN A BEAN FIELD. SUBSEQUENT DAMAGE TO THE AIRCRAFT WAS SUSTAINED AFTER THE AIRCRAFT TOUCHED DOWN IN THE BEAN FIELD, ROLLED FOR A SHORT DISTANCE, AND OVERTURNED RESULTING IN DAMAGE TO THE PROPELLER AND TAIL ASSEMBLY. NO INJURIES WERE SUSTAINED BY THE PILOT AND SOLE OCCUPANT DURING THIS EVENT.
20060624016809I	(-23) ON 24 JUNE 2006, THE PILOT ^PRIVACY DATA OMITTED^ EXPERIENCED A NOSE LANDING GEAR COLLAPSE UPON LANDING ON RUNWAY 27 AT TITUSVILLE, FL (KTIX). PILOT STATED HE TOOK OFF FROM RUNWAY 22 (3412 FEET) AT CHEROKEE COUNTY AIRPORT, CANTON, GA (47A; FIELD ELEVATION 1219 FEET). AT ROTATION SPEED (85 KIAS), PILOT SENSED A VIBRATION RESEMBLING A WHEEL OUT OF BALANCE. PILOT STATED THIS PROBLEM HAS NOT OCCURRED BEFORE ON THIS AIRCRAFT. WITH TERRAIN AHEAD (TREES) AND WHAT HE ESTIMATED TO BE INSUFFICIENT RUNWAY REMAINING TO SAFELY ABORT, THE PILOT CONTINUED THE TAKEOFF; ONCE AIRBORNE, HE CALLED CTAF/UNICOM ON 123.0 TO ALERT THEM, BUT RECEIVED NO ANSWER. HE CIRCLED, ATTEMPTING TO TROUBLESHOOT THE GEAR PROBLEM AND CYCLED GEAR. THIS AIRCRAFT HAS NO LANDING GEAR MIRROR, SO HE LOOKED FOR AND SAW THE NOSE GEAR REFLECTING OFF AIRCRAFT PAINT FINISH; HE SUSPECTED A MECHANICAL PROBLEM SUCH AS A DETACHED TIRE WEIGHT, OR WHEEL OUT OF BALANCE. HE WAS UNABLE TO DIAGNOSE THE PROBLEM IN FLIGHT. HE CONSIDERED BUT ELIMINATED THE OPTION TO RE-LAND AT 47A; NEARBY OPTIONS INVOLVING CONTROLLED FIELDS WERE NOT ATTRACTIVE EITHER DUE TO THEIR LEVELS OF ACTIVITY. PILOT DECID                                            ED TO PRESS ON TO HIS DESTINATION, SPACE COASTAL REGIONAL AIRPORT, TITUSVILLE, FL (KTIX), BECAUSE BURNING OFF FUEL WOULD HELP MITIGATE A POTENTIAL FIRE HAZARD ON LANDING. UPON ARRIVAL AT KTIX, PILOT ADVISED THE TOWER OF HIS SITUATION AND PERFORMED A FLY-BY. TOWER CONTROLLERS AND ANOTHER AIRCRAFT ON THE SURFACE ADVISED THE PILOT THAT HIS GEAR APPEARED DOWN AND LOCKED. PILOT OBSERVED INDICATIONS OF SUCCESSFUL LANDING GEAR EXTENSION (THREE GREEN) PRIOR TO LANDING. FOR THE APPROACH, HE USED A "SOFT FIELD" TECHNIQUE TO MINIMIZE SINK RATE. THIS INVOLVED RETAINING A SMALL AMOUNT OF POWER FOR THE TOUCHDOWN, RATHER THAN TOUCHING DOWN AT IDLE POWER. THE MAIN LANDING GEAR CONTACTED THE RUNWAY FIRST, AND HE PULLED THE THROTTLES BACK TO IDLE. AFTER IDLING THE ENGINES, PILOT PLACED HIS HANDS ON THE MIXTURE CONTROLS, READY TO PULL THEM TO IDLE-CUTOFF (ICO) POSITION IF NECESSARY. AS THE NOSE WHEEL SETTLED TO THE RUNWAY, THE VIBRATION IMMEDIATELY RETURNED, THE PILOT PLACED THE MIXTURES TO ICO, AND WITHIN 1-2 SECONDS THE NOSE WHEEL COLLAPSED. THE AIRCRAFT BEGAN TO SKID ON ITS NOSE, BUT PILOT HAD SOME DIRECTIONAL CONTROL USING BRAKING. PILOT STATED HE HAS BEEN FLYING THIS AIRCRAFT FOR SEVERAL MONTHS,AND IS CURRENTLY ITS ONLY PILOT. FURTHERMORE, HE STATED THAT THE AIRCRAFT IS NOT USED FOR TRAINING FLIGHTS. PILOT STATED HE IS NOT AWARE OF THE CAUSE OF THE NOSE WHEEL COLLAPSE. LIMITED MAINTENANCE (PROPELLER CHANGE, STIFFENING OF NOSE LANDING GEAR) WILL BE PERFORMED AT KTIX. THE FINAL DECISION RESTS WITH THE OWNER, ^PRIVACY DATA OMITTED^ WHO BOUGHT THE AIRCRAFT IN FEBRUARY 2006. PILOT EXPECTS A ^PRIVACY DATA OM^ OF GANN AVIATION, INC, LAFAYETTE, GA ^PRIVACY DATA OMITTED^          TO ASSESS DAMAGE AND MAKE THE FINAL REPAIRS AT BARWICK LAFAYETTE AIRPORT, LAFAYETTE, GA (9A5). THE PILOT STATED ^PRIVACY ^ HOLDS THE AIRCRAFT'S MAINTENANCE RECORDS. ADDITIONAL INFORMATION: PILOT'S CURRENT MAILING ADDRESS: ^PRIVACY DATA OMITTED^                                           COPY OF PILOT CERTIFICATE: (PENDING) COPY OF MEDICAL (PENDING) COPY OF LOGBOOK INFO SINCE JUN 04, INCLUDING ENDORSEMENTS IN THE BACK (PENDING) NATURE OF PILOT'S EMPLOYMENT: PRIVATE CARRIAGE; CORPORATE "CHAUFFER" FOR OWNER'S LLC; EMPLOYMENT HAS SINCE TERMINATED. PILOT ALSO WORKS OUTSIDE THE AVIATION INDUSTRY. NATURE OF ^PRIVACY DATA OM^ AND "B55 LLC": ^PRIVACY DAT^ IS A COMMERCIAL REAL ESTATE INVESTOR AND NON-PILOT          ; "B55 LLC" IS A BUSINESS CREATED TO OPERATE THE AIRCRAFT AS AN LLC; ^PRIVACY^ IS ITS MANAGING MEMBER, A PARTY OF ONE. N6446N IS A BUSINESS ASSET USED FOR THE MANAGING MEMBER'S BUSINESS AND PERSONAL TRAVEL; ^PRIVACY^ PERMITTED THE PILOT TO FLY THIS AIRCRAFT.
20060624022579A	(-23) ON JUNE 24, 2006, AT 1926 EASTERN DAYLIGHT TIME, A RENEGADE II, EXPERIMENTAL AIRCRAFT, N536N, WAS DESTROYED BY A POST CRASH FIRE WHEN IT IMPACTED A TREE AND FELL TO THE GROUND AFTER ATTEMPTING AN EMERGENCY LANDING DUE TO A LOSS OF POWER. THE CERTIFICATED PRIVATE PILOT/OWNER RECEIVED MINOR INJURIES TO HIS FACE AND SECOND DEGREE BURNS TO HIS RIGHT LEG. VISUAL METEOROLOGICAL CONDITIONS PREVAILED, AND NO FLIGHT PLAN OR WEATHER BRIEFING WAS ON FILE WITH BANGOR, MAINE FLIGHT SERVICE STATION. THE FLIGHT WAS CONDUCTED UNDER 14 CFR PART 91. THE PILOT STATED THIS WAS THE FIRST FLIGHT OF THE SEASON. BOTH FUEL TANKS CONTAINED AUTO FUEL AND THE AIRCRAFT HAD NOT FLOWN SINCE OCTOBER OR NOVEMBER OF 2005. THE PILOT PERFORMED A PREFLIGHT INSPECTION OF THE AIRCRAFT. THE AIRCRAFT DEPARTED THE PRIMARY PRIVATE GRASS STRIP LOCATED AT ^PRIVACY DATA OMITTED^. THE AIRCRAFT FLEW OVER THE TOWN OF MIO, MAINE FOR APPROXIMATELY 20 TO 30 MINUTES BEFORE RETURNING TO THE PRIMARY AIRSTRIP/FARM. THE AIRCRAFT DID NOT LAND, INSTEAD THE PILOT DECIDED TO FLY TO HIS SECONDARY AIRSTRIP/FARM 3 TO 4 MILES AWAY, WHERE HE LANDED. HE TOOK OFF FROM THE SECONDARY AIRSTRIP/FARM ENROUTE BACK TO THE PRIMARY AIRSTRIP/FARM AT AN ALTITUDE OF 1400 TO 1500 FEET. TWO MILES OUT OF THE PRIMARY FIELD THE ENGINE STARTED TO SKIP AND MISFIRE. THE PILOT CHOKED THE 503 ROTAX ENGINE ONCE AND THE ENGINE RAN SMOOTH FOR 3 TO 4 SECONDS THEN QUIT. THE FORWARD MOMENTUM OF THE AIRCRAFT WAS STOPPED BY A 35 TO 40 FOOT BIRCH TREE. THE AIRCRAFT FELL TO THE GROUND. THE FIRE STARTED AROUND THE FIREWALL OF THE ENGINE. THE PILOT REMOVED HIMSELF FROM THE PILOT SEAT AND WATCHED THE PLANE BURN. THE AIRCRAFT CRASHED 50 FEET FROM THE FIELD. AT 1853 LOCAL, THE WEATHER REPORTED AT BANGER AIRPORT (BGR) INCLUDED WINDS 150 DEGREES AT 4 KNOTS. 10 MILE VISIBILITY FEW 2000, BROKEN 7000, BROKEN 20000. THE TEMPERATURE WAS 22 C, DEWPOINT WAS 18 C. THE PILOT HELD A PRIVATE PILOT CERTIFICATE WITH RATINGS FOR AIRPLANE SINGLE ENGINE LAND. HIS RECENT FAA THIRD CLASS MEDICAL CERTIFICATE WAS ISSUED ON JUNE 21, 2005. THE PILOT DID NOT HAVE A FLIGHT REVIEW WITHIN THE 24 CALENDAR MONTH AT THE TIME OF THE ACCIDENT. HE REPORTED 600 TOTAL HOURS OF FLIGHT EXPERIENCE ON THAT DATE. 300 HOURS MAKE AND MODEL. THE AIRPLANE WAS EXAMINED AT THE SITE BY FAA, AND ALL MAJOR COMPONENTS WERE ACCOUNTED FOR AT THE SCENE. THE AIRCRAFT WAS DESTROYED BY FIRE. THE ENGINE WAS MELTED.
20060625012949A	(-23) THE AIRCRAFT DEPARTED GSO ON 06/25/06 AT 1015 LOCAL TIME ENROUTE TO SFM ON AN IFR FLIGHT PLAN WITH FULL FUEL AND THREE PEOPLE ONBOARD. RADAR DATA INDICATES THE AIRCRAFT WAS ON A NORTHEASTERLY HEADING AT 6,900 FEET OVER TAFTON, PA IN INSTRUMENT METEOROLOGICAL CONDITIONS, WITH MODERATE RAIN WHEN IT APPEARED TO DESCEND, AND TURN SHARPLY TO A NORTHWESTERLY HEADING. RADAR CONTACT WAS LOST AT 5,300 FEET. WITNESSES REPORTED SEEING THE AIRCRAFT DESCENDING AT A HIGH RATE OF SPEED WITH THE ENGINES "REVVING", THEY REPORTED HEARING TWO "POPS", AND OBSERVED AIRCRAFT PARTS AND OTHER DEBRIS FALLING. THE AIRCRAFT IMPACTED AT APPROXIMATELY AN 80 DEGREE NOSE DOWN ANGLE SHORTLY AFTER IN A WOODED AREA AT APPROXIMATELY 1250 LOCAL TIME, WITH A DEBRIS FIELD OF APPROXIMATELY 75 FEET EXCEPT FOR THE TWO WINGS THAT SEPARATED OUTBOARD OF BOTH ENGINES AND CAME TO REST APPROXIMATELY 1/8 MILE FROM THE MAIN WRECKAGE IN-LINE WITH THE AIRCRAFT'S FLIGHT PATH. ENGINE TEARDOWN DID NOT REVEAL ANY ENGINE PROBLEMS, AND THE AIRCRAFT MANUFACTURER FOUND NO ANOMALIES OTHER THAN THOSE CAUSED BY OVERSTRESSING THE AIRFRAME. THE CORONER STATED THERE WAS NO IMMEDIATE EVIDENCE OF STROKE OR HEART PROBLEMS WITH THE PILOT IN COMMAND.
20060625012979A	(-23) THUNDERSTORMS IN AREA/WINDSHIFT. *AIRCRAFT WAS ATTEMPTING TO LAND "DOWNWIND" RUNWAY 36 BIG FOOT AIRPORT (7V3) *PILOT REALIZED HE WAS "LONG" AND COULD NOT STOP *"GO AROUND" WAS INITIATED *AIRCRAFT STRUCK VEHICLE ON ADJACENT ROAD *AFTER IMPACT WITH VEHICLE, AIRCRAFT CONTINUED ON FOR SEVERAL HUNDRED FEET INTO A CORNFIELD *AIRCRAFT HAS SUBSTANTIAL DAMAGE TO RIGHT-HAND WING
20060625013289A	(-23) AIRCRAFT LOST CONTROL AFTER LANDING AND WENT OFF RIGHT SIDE OF RUNWAY, OVER A FENCE, AND CAME TO REST ON A TREE.
20060625014099A	(-23) ON 25 JUNE, 2006, N316PR, A MU-2, PILOTED BY ^PRIVACY DATA O^ TOOK OFF FROM RUNWAY 14 AT ST. LUCIE COUNTY INT'L AIRPORT (KFPR) AT 1623Z ENROUTE TO MURFREESBORO, TN (KMBT). THE AIRCRAFT WAS ISSUED A HEADING OF 090 BY FORT PIERCE AIR TRAFFIC CONTROL TOWER, AND WAS TOLD TO CONTACT MIAMI CENTER. THE PILOT ACKNOWLEDGED WITH NO APPARENT DISTRESS IN HIS VOICE. A CONTROLLER SAW SMOKE IN THE VICINITY A FEW MOMENTS LATER AND DETERMINED IT WAS N316PR. MULTIPLE WITNESSES OBSERVED AND HEARD THE DISTRESSED AIRCRAFT. ALL SAID THE RIGHT ENGINE DID NOT APPEAR TO BE OPERATING. RECORDS REVEAL THE RIGHT ENGINE HAD TWO PRIOR FAILURES. WITNESSES SAW THE AIRCRAFT BANK HARD RIGHT THEN APPEAR TO ENTER A SPIN. ONE WITNESS DESCRIBED THE FLIGHT PATH AS A FLAT SPIN ("LIKE AN AUTOROTATION"), COMPLETING SEVERAL REVOLUTIONS TO THE RIGHT WITH THE RIGHT SIDE PROPELLER TURNING SO SLOWLY THAT INDIVIDUAL PROPELLER BLADES COULD BE "COUNTED." THE IMPACT SITE DEPICTS A NEARLY VERTICAL FLIGHT PATH, AIRCRAFT IN A LEVEL ATTITUDE, AND EVIDENCING RIGHT-HAND ROTATION. WITHIN SECONDS A FIRE ENGULFED THE AIRCRAFT FROM THE WINGS FORWARD.
20060625014409I	(-23) WHILE LANDING IN GUSTY CROSSWIND CONDITIONS, AIRCRAFT GROUND LOOPED AND RECEIVED DAMAGE TO THE RIGHT WINGTIP AND RIGHT TIRE/WHEEL ASSEMBLY. THERE WERE NO INJURIES REPORTED BY THE PILOT OR HIS TWO PASSENGERS.
20060625014639A	(-23) ON JUNE 25, 2006, ABOUT 0900 PACIFIC DAYLIGHT TIME A MAULE M-7-235C, N209Z, VEERED OFF THE RUNWAY AND NOSED OVER DURING LANDING AT BRACKETT FIELD, LAVERNE, CALIFORNIA. THE PILOT ^PRIVACY DATA OMIT^ WAS OPERATING THE AIRPLANE UNDER PROVISIONS OF 14 CFR PART 91. THE PRIVATE PILOT AND ONE PASSENGER WERE NOT INJURED; THE AIRPLANE SUSTAINED SUBSTANTIAL DAMAGE. THE LOCAL PERSONAL FLIGHT DEPARTED BRACKETT FIELD ABOUT 0854. VISUAL METEOROLOGICAL CONDITIONS PREVAILED, AND NO FLIGHT PLAN HAD BEEN FILED. THE PILOT REPORTED THAT AFTER TOUCHDOWN ON THE RUNWAY, HE LOST DIRECTIONAL CONTROL OF THE AIRPLANE. HE STATED (PER NTSB REPORT) "I WAS NOT SUCCEEDING IN CONTROLLING IT, SO I LET IT RUN OFF OF THE RUNWAY AND IT FLIPPED OVER AFTER THE PROP STRUCK THE GROUND." THE PILOT STATED THAT THE AIRPLANE AND ENGINE HAD NO MECHANICAL FAILURES THAT WOULD HAVE PRECLUDED NORMAL OPERATION.
20060625015139I	(-23) PILOT ATTEMPTED TO LAND HIS AMPHIBIOUS FLOAT EQUIPPED EXPERIMENTAL AMATEUR BUILT AIRCRAFT ON LEECH LAKE, MN, WITH THE WHEELS DOWN. WHEN THE WHEELS CONTACTED THE WATER THE AIRCRAFT FLIPPED OVER AND SANK. NO INJURIES WERE NOTED.
20060625015219I	(-23) AIRCRAFT LANDED WITH LANDING GEAR IN THE RETRACTED POSITION.
20060625016259I	(-23) AFTER PARKING THE AIRCRAFT AND WHILE THE ENGINE WAS STILL RUNNING FOR TURBO COOL-DOWN, THE RIGHT SEAT PASSENGER EXITED THE AIRCRAFT AND WALKED STRAIGHT FORWARD INTO THE PROPELLER.
20060625020829A	(-23) ON JUNE 25, 2006, AT 0952 CDT, A VARGA 2150-A, N8267J, REGISTERED TO AND PILOTED BY ^PRIVACY DATA OMITTED^ COLLIDED WITH TREES ALONG THE CRAWFISH RIVER AT ASTICO COUNTY PARK, DODGE COUNTY WISCONSIN. THE VFR PLEASURE FLIGHT ORIGINATED AT CAPITOL DRIVE AIRPORT, MILWAUKEE WISCONSIN AND PROCEEDED TO RIO, WISCONSIN FOR A FLY-IN BREAKFAST. THE FLIGHT THEN PROCEEDED TO A PRIVATE GRASS STRIP AT FALL RIVER, WISCONSIN AT WHICH TIME HE MET WITH A FRIEND FOR A SHORT PERIOD OF TIME PRIOR TO DEPARTURE. INTERVIEWS WITH INDIVIDUALS AT RIO AND FALL RIVER STATED THE AIRCRAFT RAN FINE HOWEVER IT DID HAVE A DEAD BATTERY AND HAD TO BE HAND STARTED AT BOTH RIO AND FALL RIVER. NO FLIGHT PLAN HAD BEEN FILED. THE AIRCRAFT WAS DESTROYED AND THE PILOT, WHO WAS ALONE, RECEIVED FATAL INJURIES. NO MECHANICAL IRREGULARITIES WERE FOUND AS A RESULT OF THE INVESTIGATION.
20060625022299A	(-23) AIRCRAFT LANDED LONG ABOUT 1/3 WAY DOWN A 1600' RUNWAY, WENT OFF END OF RUNWAY, NOSE GEAR COLLAPSED, AIRCRAFT FLIPPED OVER ON ITS BACK.
20060625030789A	(-23) AFTER RUNUP IN THE PARKING AREA, AIRCRAFT TAXIED AND MADE A NORMAL TAKEOFF. AT APPROXIMATELY 250 FEET AGL, THE ENGINE LOST POWER AND THE AIRCRAFT DESCENDED, STRUCK A FENCE AND THEN A TREE AND CAME TO REST ON A GOLF COURSE ADJACENT TO THE AIRPORT.
20060626012369I	(-23) LAS-DTW, RETURNED TO LAS DUE TO A PRESSURIZATION PROBLEM AND THAT 12 PAX HAD HEAT AND EAR INJURIES. NTSB DETERMINED INJURIES TO BE MINOR AND LATER CONFIRMED BY NWAA TO BE MINOR.
