ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20161001X44216,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS_SCHEMA"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20081107X25522,"[{""text"": ""Pilot/owner"", ""role"": ""operator_mental"", ""tier"": ""supervisory""}, {""text"": ""pilot"", ""role"": ""operator_mental"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20140625X00213,"[{""text"": ""Pilot/owner"", ""role"": null, ""tier"": ""operator_mental""}, {""text"": ""Twin Comanche"", ""role"": null, ""tier"": ""airframe_and_powerplant""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_decision"": [""Improper Procedure""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot reported that he shut the fuel valves off after the accident, at the request of the on-scene fire personnel. The pilot stated concern that the right fuel selector was stiff, and the detent was not readily apparent. He did not recall what position the fuel selectors were set to for takeoff.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot reported that he shut the fuel valves off after the accident, at the request of the on-scene fire personnel. The pilot stated concern that the right fuel selector was stiff, and the detent was not readily apparent. He did not recall what position the fuel selectors were set to for takeoff.""}]",success
20100108X85031,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Poor Technique""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
20180416X05200,"[{""text"": ""HFL"", ""role"": ""HFACS"", ""tier"": ""operator_mental""}, {""text"": ""ACC"", ""role"": ""Event type"", ""tier"": ""Accident Type""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}","[{""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Haste"", ""evidence"": ""The pilot's unfamiliarity with the make/model of the aircraft may have contributed to his haste during the accident.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""LEADS_TO"", ""object"": ""Not Current/Qualified"", ""evidence"": ""The pilot was not current or qualified for this specific aircraft, which could lead to inadequate supervision and improper handling of the aircraft.""}]",success
20140801X02351,"[{""text"": ""Heli-Flite Inc. (dba Aris Helicopters)"", ""role"": ""operator"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}","[{""subject"": ""Crew Rest Violation"", ""relation"": ""LEADS_TO"", ""object"": ""Excessive Physical Training"", ""evidence"": ""He held an airline transport certificate with ratings for helicopter, airplane single-engine land, airplane multiengine land, and instrument helicopter and airplane.""}]",success
20110403X15457,[],"{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot did not maintain airspeed following a loss of engine power, which resulted in an aerodynamic stall and spin. Contributing to the accident was the pilot's selection of the wrong fuel tank at takeoff, which resulted in fuel starvation and the total loss of engine power.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot did not maintain airspeed following a loss of engine power, which resulted in an aerodynamic stall and spin. Contributing to the accident was the pilot's selection of the wrong fuel tank at takeoff, which resulted in fuel starvation and the total loss of engine power.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot did not maintain airspeed following a loss of engine power, which resulted in an aerodynamic stall and spin. Contributing to the accident was the pilot's selection of the wrong fuel tank at takeoff, which resulted in fuel starvation and the total loss of engine power.""}]",success
20150411X00323,"[{""text"": """", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20150608X10557,"[{""text"": ""The pilot's failure to establish a proper airspeed and angle-of-attack during takeoff in elevated density altitude and light tailwind conditions, which resulted in an aerodynamic stall."", ""role"": ""NARRATIVE"", ""tier"": """"}, {""text"": ""Wilson Flying Service, Inc."", ""role"": ""operator_mental"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20150116X15725,"[{""text"": ""..."", ""role"": ""..."", ""tier"": ""...""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""According to contract air traffic control personnel, the airplane departed, flew the traffic pattern, then flew a 'low approach,' climbed to about 300 feet agl, made a left turn, and then impacted the ground nose first.""}, {""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""According to local authorities, several eyewitness observed the airplane, during startup on the ramp, strike the tail of the aircraft on the concrete ramp area.""}]",success
20180306X93227,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}","[{""subject"": ""Failed to Prioritize Attention"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot chose to abort the descent and execute a precautionary landing at SBM, located about 6 miles west of the hospital.""}, {""subject"": ""Failed to Correct Known Problem"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misdiagnosed Emergency"", ""evidence"": ""During the short flight to the airport, the pilot cycled the hydraulic test switch twice with no change noted to his flight controls.""}]",success
20150923X41349,[],{},[],parse_error
20121113X22942,"[{""text"": ""Pilot/Operator Aircraft Accident Report (NTSB Form 6120.1)"", ""role"": ""source"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Haste"", ""Task Saturation""], ""unsafe_decision"": [""Improper Procedure""], ""unsafe_perception"": [""Spatial Disorientation""]}",[],success
20180611X23949,[],{},[],parse_error
20140902X63401,[],{},[],parse_error
20190820X22547,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""operator_mental""}, {""text"": ""WRECKAGE AND IMPACT INFORMATION"", ""role"": ""HFACS"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Omitted Checklist Step""]}",[],success
20150428X84204,[],"{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Prepare for Flight"", ""evidence"": ""Examination of the rescuer's equipment did not reveal any failures or malfunctions that would explain the fall. Additionally, examination of the hoist hook and helicopter equipment did not reveal any abnormities.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Communicate"", ""evidence"": ""The ground personnel who helped the rescuer prepare the patient for transport did not report seeing anything unusual. They said that, during the initial part of the lift, the rescuer and patient went into some tree branches, the helicopter maneuvered away from the tree, and then the rescuer and patient were lifted up towards the helicopter.""}]",success
20110919X61206,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}, {""text"": ""STRUCTURAL FAILURE"", ""role"": ""EVENT_TYPE"", ""tier"": ""ACC""}]","{""supervisory"": [""Failed to Correct Known Problem""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot was operating the experimental amateur-built airplane under the provisions of Title 14 Code of Federal Regulations (CFR) Part 91. The pilot described the build quality of the airplane as, \""average\"" and as such, had planned to ultimately restore the airplane.""}]",success
20080820X01265,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}, {""text"": ""Pilot"", ""role"": """", ""tier"": ""operator_mental""}, {""text"": ""Engine Mechanic"", ""role"": """", ""tier"": ""operator_mental""}]","{""supervisory"": [""Supervisory Violations""], ""unsafe_decision"": [""Improper Procedure""], ""unsafe_skill"": [""Breakdown in Visual Scan"", ""Poor Technique""], ""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed""], ""unsafe_violation"": [""Not Current/Qualified""]}",[],success
20110403X11301,"[{""text"": ""pilot"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}, {""text"": ""engine power loss"", ""role"": ""unsafe_decision"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_decision"": [""Improper Procedure"", ""Misdiagnosed Emergency""]}",[],success
20080514X00668,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS_SCHEMA"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20121023X30148,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_skill"": [""Breakdown in Visual Scan""]}","[{""subject"": ""Failed to Correct Known Problem"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""Although an out-of-track blade could cause a persistent vertical vibration, an examination of the main rotor blades, elastomeric bearings, main rotor dampers, main rotor rod ends, main gearbox attachment points and antitorque beam, and automatic flight control system did not reveal any anomalies that could account for the vertical vibrations reported by the flight crew and recorded on the FDR.""}]",success
20180527X00947,"[{""text"": ""Distraction, Mental Fatigue, Task Saturation, Inadvertent Flight Control Use"", ""role"": ""operator_mental, unsafe_skill"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_skill"": [""Inadvertent Flight Control Use""]}",[],success
20141121X43003,"[{""text"": ""N7428P"", ""role"": ""aircraft_registration"", ""tier"": ""operator_mental""}, {""text"": ""Garberville Airport"", ""role"": ""airport_location"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20171022X15558,"[{""text"": ""the pilot's failure to extend the landing gear before landing, which resulted in a gear-up landing."", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}, {""text"": ""the pilot's fatigue and complacency."", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20150912X71749,[],{},[],parse_error
20180616X95948,"[{""text"": ""The pilot's decision to take off with insufficient runway available and his exceedance of the airplane\u0092s critical angle of attack, which resulted in an aerodynamic stall."", ""role"": ""NARRATIVE"", ""tier"": """"}, {""text"": ""A third witness stated that the pilot attempted the takeoff with about 600 ft remaining to the end of the runway and that the airplane lifted off surprisingly quickly, perhaps 350 ft from the west edge of the runway, maybe further back."", ""role"": ""NARRATIVE"", ""tier"": """"}]","{""unsafe_decision"": [""Improper Procedure""], ""unsafe_skill"": [""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20170819X50603,"[{""text"": ""the pilot"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20140413X30623,"[{""text"": ""the pilot and the passenger seated in the cabin were not injured."", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20160921X33524,"[{""text"": ""Haste"", ""role"": ""operator_mental"", ""tier"": ""situational_tech""}, {""text"": ""Misplaced Motivation"", ""role"": ""personnel_crm"", ""tier"": ""supervisory""}]","{""operator_mental"": [""Channelized Attention"", ""Distraction"", ""Haste"", ""Mental Fatigue"", ""Get-home-itis"", ""Loss of Situational Awareness"", ""Misplaced Motivation"", ""Task Saturation""]}","[{""subject"": ""Haste"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot reported that the accident flight was the first flight in the experimental, amateur-built airplane since he had completed building it. He added that, shortly after departure, while in level cruise flight, he heard a loud 'pop' and immediately saw that the left wing's leading-edge slat had buckled and distorted, which made the airplane difficult to control.""}, {""subject"": ""Haste"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot reported that he was attempting an emergency landing near Wasilla, Alaska. He stated that after realizing he was too high to make a straight-in approach to the Anderson Lake Airport, he chose to overfly the airport while descending.""}, {""subject"": ""Haste"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot reported that after making a right turn to begin the approach to the airport, the right wing's leading-edge slat failed, resulting in almost complete loss of control.""}]",success
20100104X51148,"[{""text"": ""operator_mental: Distraction, Mental Fatigue, Task Saturation"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}, {""text"": ""unsafe_decision: Improper Procedure, Misdiagnosed Emergency"", ""role"": ""unsafe_decision"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_decision"": [""Improper Procedure"", ""Misdiagnosed Emergency""]}",[],success
20140927X22122,"[{""text"": ""operator_mental"", ""role"": ""operator_mental issue"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Loss of Situational Awareness""]}",[],success
20150530X04313,"[{""text"": ""operator_mental: Distraction, Mental Fatigue, Task Saturation"", ""role"": ""HFACS SCHEMA"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20120505X53820,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20140717X93015,[],{},[],parse_error
20131028X85148,"[{""text"": ""The pilot's failure to maintain airplane control while intentionally performing maneuvers in an effort to troubleshoot a landing gear malfunction."", ""role"": ""NARRATIVE"", ""tier"": """"}, {""text"": ""Numerous witnesses reported that they observed the airplane flying about 300 ft agl and then enter a loop maneuver and subsequently descend toward a house in a steep nose-low attitude."", ""role"": ""NARRATIVE"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_decision"": [""Improper Procedure"", ""Inappropriate Maneuver"", ""Poor Decision""]}",[],success
20110724X84039,"[{""text"": ""CFI"", ""role"": ""operator_mental"", ""tier"": ""supervisory""}, {""text"": ""student pilot"", ""role"": """", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Poor Technique""]}",[],success
20170709X75327,"[{""text"": ""the pilot"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}, {""text"": ""the airplane or engine that would have"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20180713X85947,"[{""text"": ""the pilot's failure to properly set the elevator trim before takeoff, which resulted in an exceedance of the airplane's critical angle of attack during takeoff and a subsequent aerodynamic stall."", ""role"": ""causal_factor"", ""tier"": ""operator_mental""}, {""text"": ""the pilot did not follow the Before Takeoff\u0097Run Up checklist."", ""role"": ""causal_factor"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_decision"": [""Improper Procedure""]}",[],success
20100607X34930,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misinterpretation of Traffic Calls"", ""evidence"": ""The pilot reported that procedures for simulating or demonstrating an engine failure were never discussed.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Communicate"", ""evidence"": ""Procedures for simulating or demonstrating an engine failure were never discussed.""}]",success
20150728X51412,"[{""text"": ""N6677D"", ""role"": ""aircraft_registration"", ""tier"": ""operator_mental""}, {""text"": ""POU"", ""role"": ""airport_code"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Misplaced Motivation""]}",[],success
20150518X12459,"[{""text"": ""Piper PA-28-140"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20081012X85752,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Omitted Checklist Step""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot did not conduct a thorough preflight inspection, which resulted in the total loss of engine power during initial climb due to fuel contamination.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""LEADS_TO"", ""object"": ""Failed to Prepare for Flight"", ""evidence"": ""The pilot's inadequate preflight inspection was a result of not preparing adequately for the flight, as evidenced by his failure to observe water in the fuel samples and his lack of attention during the preflight process.""}]",success
20110703X50203,"[{""text"": ""main rotor mast"", ""role"": """", ""tier"": """"}]","{""operator_physical"": [""Physical Fatigue""], ""unsafe_skill"": [""Poor Technique""]}",[],success
20090904X13841,[],"{""unsafe_skill"": [""Breakdown in Visual Scan""], ""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed""]}","[{""subject"": ""Misdiagnosed Emergency"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot heard a loud bang, followed by a left yawing of the helicopter, alerts by the 'engine out' horn and light, and illumination of an engine chip detector light. The pilot noticed a decline in the rotor rpm, felt moderate vibration through the cyclic and the anti-torque pedals.""}]",success
20140811X81213,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20150220X72637,[],{},[],parse_error
20100304X35234,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20090320X44802,"[{""text"": ""Pilot/owner"", ""role"": ""operator_mental"", ""tier"": ""Distraction""}, {""text"": ""Pilot/owner"", ""role"": ""unsafe_skill"", ""tier"": ""Poor Technique""}]","{""operator_mental"": [""Distraction""], ""unsafe_skill"": [""Poor Technique""]}",[],success
20140604X24746,[],{},[],parse_error
20150205X34400,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": ""operator_mental""}, {""text"": ""NARRATIVE"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Channelized Attention"", ""Distraction""]}",[],success
20180509X55948,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}, {""text"": ""METEOROLOGICAL INFORMATION"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}, {""text"": ""WRECKAGE AND IMPACT INFORMATION"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}]","{""supervisory"": [""Supervisory Violations""]}",[],success
20190505X61249,"[{""text"": ""a loss of engine power due to the in-flight separation of the fuel control unit interconnect rod for reasons that could not be determined due to lack of available evidence."", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""unsafe_skill""}, {""text"": ""the pilot transitioned from climb to cruise flight, the engine power suddenly decreased to idle power without any control inputs from the pilot."", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""Breakdown in Visual Scan"", ""Omitted Checklist Step"", ""Failed to Prioritize Attention""], ""unsafe_decision"": [""Improper Procedure"", ""Misdiagnosed Emergency""]}",[],success
20180614X81723,"[{""text"": ""The pilot's failure to take the appropriate corrective action for ground resonance, which resulted in a loss of helicopter control."", ""role"": ""NARRATIVE"", ""tier"": ""unsafe_decision""}, {""text"": ""the pilot stated that there are no procedures in the pilot's operating handbook for the helicopter make/model for dealing with ground resonance on startup and that his training focused on ground resonance during the transition from flight to hover and as the result of skid-to-ground hard contact."", ""role"": ""NARRATIVE"", ""tier"": ""unsafe_skill""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""], ""unsafe_skill"": [""Breakdown in Visual Scan""]}",[],success
20160813X90947,"[{""text"": ""the pilot"", ""role"": null, ""tier"": ""operator_mental""}, {""text"": ""the airplane"", ""role"": null, ""tier"": ""situational_tech""}]","{""operator_mental"": [""Channelized Attention"", ""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20110714X50806,[],{},[],parse_error
20120811X63955,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""operator_mental""}, {""text"": ""pilot"", ""role"": ""HFACS"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Breakdown in Visual Scan""]}",[],success
20100714X15847,"[{""text"": ""the pilot"", ""role"": null, ""tier"": ""operator_mental""}, {""text"": ""convective weather"", ""role"": null, ""tier"": ""situational_phys""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""situational_phys"": [""Weather""]}",[],success
20150327X03806,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20170117X34946,"[{""text"": ""The flight instructor's failure to arrest the descent rate during the practice autorotation, which resulted in a hard landing."", ""role"": ""NARRATIVE"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Poor Technique""]}",[],success
20090722X33920,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""Distraction""}, {""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""Task Saturation""}]","{""operator_mental"": [""Channelized Attention"", ""Complacency"", ""Distraction"", ""Mental Fatigue"", ""Get-home-itis"", ""Haste"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20120704X95425,"[{""text"": ""NARRATIVE"", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""operator_mental""}, {""text"": ""CLASSIFICATION"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20180901X04008,"[{""text"": ""The airplane's left wing failed at low altitude and high speed during a low pass maneuver."", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20190803X22956,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20120408X21850,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": ""operator_mental""}, {""text"": ""NARRATIVE: HISTORY OF FLIGHTOn April 8, 2012, at 0655 Pacific daylight time, an Extra Flugzeugbau GMBH EA-300, N45R, collided with terrain 2.5 miles east of the Salinas Municipal Airport, Salinas, California."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inappropriate Maneuver"", ""evidence"": ""A loose portable XM-GPS antenna that migrated to the tail section of the airplane and jammed the elevator bell crank. Contributing to the accident was the pilot's failure to account for the cockpit portable GPS antenna during preflight or postflight inspection.""}]",success
20081014X91018,"[{""text"": ""The student pilot's failure to maintain adequate clearance after takeoff. Contributing to the accident was the pilot's overall lack of flight experience."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": ""operator_mental""}, {""text"": ""N3623J, age 37, held a student pilot certificate with a solo endorsement for a Cessna 150 airplane. His last aviation medical examination was completed on August 31, 2007, when he was issued a third-class medical certificate with the limitation that he wear corrective lenses."", ""role"": ""PERSONNEL_INFORMATION"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
