ev_id,severity_class,invest_type_binary,visual_condition,light_conditions,sky_conditions,person_involved,pilot_hours_bracket,year,month,combined_text,acft_make,acft_model,crew_age_mean,finding_description_agg,occurrence_description_agg,employment_qoq_pct,fuel_cost_qoq_pct,operating_revenue_qoq_pct,load_factor_qoq_pct,employment_bracket,fuel_bracket,revenue_bracket,loadfactor_bracket,_source
20010815022019I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) #1 HYDRAULIC SYSTEM OVERHEAT, HAD TO SHUT SYSTEM OFF PER CHECK LIST, AND ALLOW TO COOL. RE-INSTATED SYSTEM AN

(-23) #1 HYDRAULIC SYSTEM OVERHEAT, HAD TO SHUT SYSTEM OFF PER CHECK LIST, AND ALLOW TO COOL. RE-INSTATED SYSTEM AND LANDED WITHOUT INCIDENT. INVESTIGATION BY DESK AUDIT AND CLOSED.",EMB,EMB145,,"OPDEF, Other Than Pi;2900",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010729020969I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2001,7,"(-23) ON JULY 29, 2001, FLIGHT 872, MD80, N822NK, SPIRIT AIRLINE, DEPARTED DTW TO LAX, AT CLIMB THE PILOT REPORTED

(-23) ON JULY 29, 2001, FLIGHT 872, MD80, N822NK, SPIRIT AIRLINE, DEPARTED DTW TO LAX, AT CLIMB THE PILOT REPORTED AN EMERGENCY. THE PILOT REPORTED TO ATC, THAT RIGHT ENGINE WAS SHUDDERING AND OIL QUANTITY READ (ZERO), SMOKE ENTERED THE COCKPIT AND THE CABIN. THE PILOT SHUT DOWN THE RIGHT ENGINE AND WAS DIVERTED TO GRR. THE AIRCRAFT LANDED WITHOUT INCIDENT. EMERGENCY EQUIPMENT WERE STANDING BY.",DOUG,MD83,,"OPDEF, Other Than Pi;7230",,-1.18716887635415,0.0,-10.617044927479268,0.0,mild_decline,unknown,strong_decline,unknown,ASIAS
20010801028219I,2.0,,IMC,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) ON AUGUST 1, 2001, AT 20:17 LOCAL TIME, A BOEING 727 AIRCRAFT, BEARING REGISTRATION NUMBER N805EA SERIAL NUMB

(-23) ON AUGUST 1, 2001, AT 20:17 LOCAL TIME, A BOEING 727 AIRCRAFT, BEARING REGISTRATION NUMBER N805EA SERIAL NUMBER 22436, OPERATING AS DELTA AIRLINES FLIGHT 2042 UNDER 14 CFR PART 121, LANDED AT THE BUFFALO INTERNATIONAL AIRPORT. ACCORDING TO DELTA MAINTENANCE PERSONNEL, DURING THE LANDING ROLLOUT SUDDENLY AND WITHOUT WARNING THE ANTI-SKID SYSTEM FAILED. TWO MAIN TIRES SUBSEQUENTLY FAILED BEFORE THE AIRCRAFT CAME TO REST. ADDITIONALLY, ONE HYDRAULIC BRAKE LINE AND A HYDRAULIC BRACKET ON THE RIGHT MAIN LANDING GEAR WERE DAMAGED. THERE WERE NO INJURIES, THE PASSENGERS WERE DEPLANED AND TRANSPORTED TO THE TERMINAL BY BUS. DELTA MAINTENANCE PERSONNEL REPLACED BOTH MAIN TIRES, A HYDRAULIC BRAKE LINE AND A BRACKET. IN ADDITION, THE ANTI-SKID SYSTEM WAS DEFERRED AND THE AIRCRAFT WAS RETURNED TO SERVICE. A SERVICE DIFFICULTY REPORT (SDR) WAS SUBMITTED. THIS INCIDENT IS CONSIDERED CLOSED.",BOEING,727225,,"OPDEF, Other Than Pi;3241",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010810021089I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) #2 ENGINE INFLIGHT SHUTDOWN DUE TO VIBRATION AND SMOKE ENTERING CABIN. LANDING WAS UNEVENTFUL.

(-23) #2 ENGINE INFLIGHT SHUTDOWN DUE TO VIBRATION AND SMOKE ENTERING CABIN. LANDING WAS UNEVENTFUL.",BOEING,717200,,"OPDEF, Other Than Pi;7230",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010713018489I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2001,7,"(-23) ON JULY 13, 2001, DELTA FLT 749 WHILE AT 50 MILES EAST OF OKC AT FL390, A FLIGHT ATTENDANT REPORTED TO THE FL

(-23) ON JULY 13, 2001, DELTA FLT 749 WHILE AT 50 MILES EAST OF OKC AT FL390, A FLIGHT ATTENDANT REPORTED TO THE FLIGHT CREW THAT A PASSENGER HAD OBSERVED A LOOSE PANEL ON THE AIRCRAFT'S RIGHT ENGINE PYLON. THE FLIGHT CREW CONFIRMED THAT THE PANEL WAS LOOSE AND CLOSE TO DEPARTING THE AIRCRAFT. THE FLIGHT CREW INFORMED PANEL WAS LOOSE AND CLOSE TO DEPARTING THE AIRCRAFT. THE FLIGHT CREW INFORMED FLIGHT CONTROL ABOUT THEIR DECISION TO DIVERT TO DALLAS FORT WORTH (DFW), TEXAS. AT APPROXIMATELY 5-10 NM NORTH OF DECATUR, TEXAS A LARGE THUMP WAS FELT/HEARD AS THE PANEL LEFT THE AIRCRAFT. THE AIRCRAFT CONTINUED AND LANDED AT DFW WITHOUT INCIDENT. MAINTENANCE INSPECTED AND FOUND THE RIGHT ENGINE PYLON PANEL MISSING ALONG WITH DAMAGE TO THE #7 AND #8 SLATS. OTHER DAMAGE WAS FOUND ON THE INBOARD AND OUTBOARD SIDE OF THE RIGHT ENGINE PYLON CAUSED BY THE PANEL DEPARTING THE AIRCRAFT. THE AIRCRAFT WAS TAKEN TO THE DFW DELTA REPAIR STATION FOR REPAIR. THIS INCIDENT WAS COORDINATED WITH THE LOCAL NTSB OFFICE. INVESTIGATION CONTINUES AS AIRCRAFT LOGBOOK SHOWS AIRCRAFT HAD UNDER GONE AN A CHECK PRIOR TO THIS FLIGHT. THIS INCIDENT IS CLOSED.",BOEING,767332,,"Miscellaneous, Other;7110",,-1.18716887635415,0.0,-10.617044927479268,0.0,mild_decline,unknown,strong_decline,unknown,ASIAS
20010720020959I,2.0,,VMC,Night,UNK,Unknown,5000+,2001,7,"(-23) ON APPROACH TO LANDING ON 226, TURNING TO INTERCEPT THE ILS, AT 3000' MSL AND 6 MILES OUT, THE CAPTAIN INCREA

(-23) ON APPROACH TO LANDING ON 226, TURNING TO INTERCEPT THE ILS, AT 3000' MSL AND 6 MILES OUT, THE CAPTAIN INCREASED THE POWER AFTER CONFIGURING THE AIRCRAFT FOR LANDING. AT THAT TIME A LOUD BANG WAS HEARD AND THRUST WAS LOST ON THE RIGHT ENGINE. NO PRIOR COCKPIT WARNING WAS INDICATED. AN EMERGENCY WAS DECLARED AND A 28 DEGREE FLAP LANDING WAS MADE WITHOUT FURTHER INCIDENT.",DOUG,DC982,,"OPDEF, Other Than Pi;7250",,-1.18716887635415,0.0,-10.617044927479268,0.0,mild_decline,unknown,strong_decline,unknown,ASIAS
20010805018629I,2.0,,Unknown,Night,UNK,Other,Unknown,2001,8,"(-23) DELTA FLT. 229 FROM MCO TO SLC EXPERIENCED MODERATE TURBULANCE AT FL390, 85 NM E. OF GJT. SEAT BELT SIGN WAS

(-23) DELTA FLT. 229 FROM MCO TO SLC EXPERIENCED MODERATE TURBULANCE AT FL390, 85 NM E. OF GJT. SEAT BELT SIGN WAS ON. FLIGHT ATTENDANT WAS INJURED (SPRAINED ANKLE) ATTEMPTING TO STOP SERVICE CART FROM ROLLING.  THERE WERE NO OTHER INJURIES.",BOEING,757232,,"Miscellaneous, Other;Other, Miscellaneous",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010810023149I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) ON AUGUST 10, 2001, AT 1400 EDT, CHAUTAUQUA AIRLINES, FLIGHT 4403M A SAAB 340-A, N360CA, HAD A RETURN TO FIEL

(-23) ON AUGUST 10, 2001, AT 1400 EDT, CHAUTAUQUA AIRLINES, FLIGHT 4403M A SAAB 340-A, N360CA, HAD A RETURN TO FIELD FOR A HYDRAULIC SYSTEM FAIL. THE AIRCRAFT BECAME DISABLED ON RUNWAY 28L, ARFF RESPONDED, THE GEAR WAS PINNE D, AND THE AIRCRAFT WAS TOWED TO THE RAMP WITHOUT INCIDENT OR IMPACT. SUBMISSION OF THIS FORM CLOSES THIS INCIDENT.",CESSNA,340A,,"OPDEF, Other Than Pi;2910",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010814028031I,2.0,,Unknown,Night,UNK,PIC,Unknown,2001,8,"(-23) ON 08/14/2001, @2215L, DALA B737-800, FLT #446 STRUCK CALA B737-800, FLT #368, IN THE UNDERSIDE OF THE TAIL J

(-23) ON 08/14/2001, @2215L, DALA B737-800, FLT #446 STRUCK CALA B737-800, FLT #368, IN THE UNDERSIDE OF THE TAIL JUST FWD OF THE AUX. POWER UNIT EXHUST DUCT W/IT'S LEFT WING TIP. DALA HAD CLEARED RNWY 4L ON THE HIGH-SPEED TURNOFF LIMA TAXIWAY & WAS CLEARED, BY EWR TOWER, TO TAXI ON LIMA TO INTERCEPT PAPA TAXIWAY TO WHISKEY TAXIWAY. CALA WAS BEHIND A CALA MD-80 A/C HOLDING ON YANKEE TAXIWAY WAITING TO CROSS RNWY 4R. MEASUREMENTS TAKEN OF THIS SITUATION SHOWED THAT DALA A/C WOULD HAVE CLEARED CALA A/C TAIL BY 50 FT IF EVERY FOOT OF YANKEE TAXIWAY WAS UTILIZED BY THE TWO CALA A/C'S. A/C DO NOT USE EVERY FOOT OF SPACE, DUE TO FLT DECK VISIBILITY RESTRICTIONS. THIS CAUSED THE TWO A/C TO LOSE SEPARATION, SO EVEN THOUGH THE DALA A/C WAS ON THE CENTERLINE OF LIMA TAXIWAY, THE SEPARATION WAS LOST. CONTRIBUTING FACTORS WERE NIGHT VISIBILITY, & A/C WING TIP POSITION RELATIVE TO FLT DECK.",BOEING,737832,,Pilot Induced;Fail Avoid Ac None A,,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010713016059I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2001,7,"(-23) ON JULY 13, 2001, AT 0842 EST, ALLEGHENY AIRLINES FLIGHT #3923, A DH8 LANDED ON RUNWAY 28L, DUE TO A GEAR PRO

(-23) ON JULY 13, 2001, AT 0842 EST, ALLEGHENY AIRLINES FLIGHT #3923, A DH8 LANDED ON RUNWAY 28L, DUE TO A GEAR PROBLEM. THE ARFF RESPONDED AND THE AIRCRAFT TAXIED TO THE RAMP WITHOUT INCIDENT.  ACTUAL DISCREPANCY READ AS FOLLOWS: LANDING GEAR FAILED PERFORMED ALTERNATE EXTENSION (NOTE: GEAR DID NOT COME DOWN. INTRANSIT LIGHT ILLUMINATED).  CORRECTIVE ACTION:  TROUBLESHOT SYSTEM, REMOVED AND REPLACED LANDING GEAR SELECTOR VALVE AND OPS CHECKED GOOD IN ACCORDANCE WITH DH8 MAINTENANCE MANUAL CHAPTER 32-30-41.  THIS INCIDENT IS CLOSED.",DHAV,DHC8102,,Design Of Aircraft;3234,,-1.18716887635415,0.0,-10.617044927479268,0.0,mild_decline,unknown,strong_decline,unknown,ASIAS
20010724022989I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2001,7,"(-23) MIDWEST EXPRESS FLIGHT 521, WAS ENROUTE FROM MILWAUKEE, WI. TO DENVER, CO. AT FLIGHT LEVEL 370 WHEN THE LEFT

(-23) MIDWEST EXPRESS FLIGHT 521, WAS ENROUTE FROM MILWAUKEE, WI. TO DENVER, CO. AT FLIGHT LEVEL 370 WHEN THE LEFT ENGINE POWER LEVER STUCK. THE CREW SHUT DOWN THE ENGINE AND DIVERTED INTO OMAHA, NE. COMPANY MAINTENANCE FOUND THAT THE POWER LEVER CONNECTION TO THE FUEL CONTROL WAS LOOSE. THE ENGINE WAS CHANGED DUE TO OVERTEMP. THE AIRLINE FILED A SELF DISCLOSURE STATING THAT MAINTENANCE HAD WORKED ON THE RIGGING IN THE PAST AND APPARENTLY HAD NOT SAFETIED THE POWER LEVER CONNECTION. THE CHDO IS CONDUCTING THE INVESTIGATION.",DOUG,DC981,,Improper Maintenance;7603,,-1.18716887635415,0.0,-10.617044927479268,0.0,mild_decline,unknown,strong_decline,unknown,ASIAS
20010814028249I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) ON TUESDAY, AUGUST 14, 2001, A DHC-8, N818EX, SHOWS THE FOLLOWING LOGBOOK ENTRY: DURING CLIMB #1 OIL PRESSURE

(-23) ON TUESDAY, AUGUST 14, 2001, A DHC-8, N818EX, SHOWS THE FOLLOWING LOGBOOK ENTRY: DURING CLIMB #1 OIL PRESSURE ROSE TO 90 AND STABILIZED. OIL PRESSURE DROPPED TO NORMAL RANGE AT FLIGHT IDLE. R&R #1 ENGINE OIL PRESSURE AND TEMP. GAUGE. RAN AIRCRAFT ON GROUND OPS CHECK GOOD. AIRCRAFT DEPARTED AGAIN. LOGBOOK PAGES STATE: DURING CLIMB #1 OIL PRESSURE ROSE TO 90PSI AND STABILIZED. OIL PRESSURE DROPPED TO NORMAL AT FLIGHT IDLE. R/R #1 ENGINE OIL PRESSURE TRANSDUCER, IAW PW MM 7 2-01-50, OPS LEAK CHECK OK. AIRCRAFT THEN WAS RETURNED TO SERVICE. THIS INCIDENT IS CONSIDERED CLOSED.",DHAV,DHC8102,,"OPDEF, Other Than Pi;7931",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010731019949I,2.0,,Unknown,Daylight,UNK,Other,Unknown,2001,7,"(-23) 07/31/01: THIS OFFICE RECEIVED A CALL FROM AN OFFICER FROM THE HOUSTON POLICE DEPARTMENT (HPD) REGARDING A GR

(-23) 07/31/01: THIS OFFICE RECEIVED A CALL FROM AN OFFICER FROM THE HOUSTON POLICE DEPARTMENT (HPD) REGARDING A GROUND INCIDENT (HPD #103010301-K) INVOLVING A C2XA AIRCRAFT. A PAX VAN HIT ACFT WING.  THE POLICE OFFICER WAS UNSURE IF NTSB SHOULD BE CONTACTED. INITIAL INVESTIGATIONS REVEALED ACFT CHOCKED AND WITH GROUND POWER, AND 34 PAX/3 CREW ON BOARD AT TIME OF OCCURRENCE.  GREG BOUSIE (ASI/COA CMO) WENT ON-SITE (IAH) TO ASSESS DAMAGE.  INVESTIGATIONS REVEALED SUBSTANTIAL DAMAGE TO THE RIGHT WING TIP AND AILERON AREA.  THIS OFFICE CONTACTED NTSB WITH PRELIMINARY FINDINGS.  08/02/01: NTSB (ALEX LIMISHA, 817-652-7812) NOTIFIED THIS OFFICE THAT ALTHOUGH OCCURRENCE MEETS ACCIDENT DEFINITION, WILL BE DOWNGRADED TO INCIDENT.",EMB,EMB145,,"Miscellaneous, Other;Fail Avd Objs Or Obs",,-1.18716887635415,0.0,-10.617044927479268,0.0,mild_decline,unknown,strong_decline,unknown,ASIAS
20010805020379I,2.0,,Unknown,Unknown,UNK,Unknown,Unknown,2001,8,"(-23) DURING CLIMB, CAUSE UNKNOWN, OIL PRESSURE FLICKERING IN THE NORMAL RANGE, QUANTITY HALF GALLON, OIL TEMPERATU

(-23) DURING CLIMB, CAUSE UNKNOWN, OIL PRESSURE FLICKERING IN THE NORMAL RANGE, QUANTITY HALF GALLON, OIL TEMPERATURE IN THE YELLOW BAND DECISION TO DIVERT TO FLL INITIATED. PRIOR TO LANDING, #2 ENGINE FIRE. LATER FOUND TO BE AROUND GEARBOX, STARTER MOTOR, AND ENGINE OIL RESERVOIR AND OIL COOLER AREA.  LEVELED OFF FL200 ENGINE FAILURE AND SHUTDOWN ACCOMPLISHED.  EMERGENCY DECLARED WITH HAVANA THEN MIAMI, PHONE PATCHED TO COMPANY IN WHICH DECISION TO PROCEED TO KFLL ACCOMPLISHED. AIRCREW ON HOLD TO BURN FUEL, F/O SET COURSE DIRECT TO FLL, LANDED ON THE NUMBERS, 150 KTS, LAND WT. 110,000 LBS., AUTO SPEEDRAKES ARMED BUT DEPLOYED MANUALLY AT TOUCHDOWN, IMMEDIATE REVERSE THRUST 1.8 EPR ON OPERATING ENGINE, HEAVY BRAKING.  AFTER PARK BRAKE SET, EVACUATION DRILL CARRIED OUT IN ORDERLY FASHION THRU DOORS L1, R1, AND L2.",BOEING,7372H4,,"OPDEF, Other Than Pi;7260",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010813022579I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) DURING CRUISE FLIGHT, THE AFT CARGO FIRE DETECTOR WARNING SOUNDED. THE FIRE BOTTLE WAS DISCHARGED AND AN UNSC

(-23) DURING CRUISE FLIGHT, THE AFT CARGO FIRE DETECTOR WARNING SOUNDED. THE FIRE BOTTLE WAS DISCHARGED AND AN UNSCHEDULED LANDING WAS MADE AT PITTSBURGH INTERNATIONAL AIRPORT. UPON INVESTIGATION AT PIT, NO INDICATION OF FIRE WAS FOUND. THE AFT CARGO FIRE DETECTION SYSTEM WAS PLACARDED INOPERATIVE PER THE MEL AND THE FLIGHT WAS CONTINUED TO STL. THE AFT CARGO FIRE PROTECTION CEU CONNECTOR WAS FOUND CONTAMINATED AND WAS REPLACED AT CHECK-C 6-8-01 AT STL. INVESTIGATION WAS CONDUCTED BY DESK AUDIT AND CLOSED.",DOUG,DC983,,"OPDEF, Other Than Pi;2612",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010803021989I,2.0,,Unknown,Daylight,UNK,Unknown,2000-5000,2001,8,"(-23) BOTH LEFT MLG TIRES BLEW OUT ON LANDING, DAMAGE TO STRUT, STRUT DOOR, FLAP INBD LFT AND #1 ENGINE.

(-23) BOTH LEFT MLG TIRES BLEW OUT ON LANDING, DAMAGE TO STRUT, STRUT DOOR, FLAP INBD LFT AND #1 ENGINE.",BOEING,727222,,Undetermined;3244,,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010917025239I,2.0,,Unknown,Night,UNK,Maintenance,Unknown,2001,9,"(-23) UNITED FLIGHT 128, ENROUTE FROM LAX TO ORD DIVERTED TO CEDAR CITY, UT. (CDC) DUE TO REPORTED SMOKE INT HE COC

(-23) UNITED FLIGHT 128, ENROUTE FROM LAX TO ORD DIVERTED TO CEDAR CITY, UT. (CDC) DUE TO REPORTED SMOKE INT HE COCKPIT AND THE CABIN. THE AIRCRAFT LANDED WITHOUT INCIDENT. THE PASSENGERS WERE PUT ON ANOTHER UNITED AIRCRAFT AND THE FLIGHT CONTINUED TO ORD. THERE WERE NO INJURIES OR EVACUATION. UNITED MAINTENANCE PERSONNEL FOUND THE RIGHT HYDRAULIC SYSTEM OVER SERVICED, ALLOWING FUMES FROM THE HYDRAULIC SYSTEM TO ENTER THE AIRCRAFT THROUGH THE AIRCONDITIONING SYSTEM.",BOEING,757222,,Improper Maintenance;Improperly Serviced,,-4.065560573621918,-2.4691358024691357,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010928028719I,2.0,,VMC,Unknown,UNK,Unknown,2000-5000,2001,9,"(-23) N182YV 09/28/01 FLIGHT 693 LIT/BNA - ON APPROACH INTO BNA CREW SELECTED GEAR DOWN. THE LANDING GEAR DID NOT E

(-23) N182YV 09/28/01 FLIGHT 693 LIT/BNA - ON APPROACH INTO BNA CREW SELECTED GEAR DOWN. THE LANDING GEAR DID NOT EXTEND. THE LANDING GEAR POWER PACK FAILED TO OPERATE. CREW PERFORMED ABNORMAL CHECKLIST. GEAR WAS HAND PUMPED DOWN AND EMERGENCY DECLARED. THE AIRCRAFT LANDED WITHOUT FURTHER INCIDENT. MAINTENANCE PERFORMED GEAR SWING FUNCTIONAL CHECK 4 TIMES. MAINTENANCE WAS UNABLE TO DUPLICATE THE OCCURANCE. AIRCRAFT RETURNED TO SERVICE.",BEECH,1900D,,Undetermined;3200,,-4.065560573621918,-2.4691358024691357,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010824021039I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) ON AUGUST 24, 2001, AT 1028 EST., AIR MIDWEST FLIGHT #5537 LANDED ON RUNWAY 28L AFTER REPORTING AN UNSAFE GEA

(-23) ON AUGUST 24, 2001, AT 1028 EST., AIR MIDWEST FLIGHT #5537 LANDED ON RUNWAY 28L AFTER REPORTING AN UNSAFE GEAR PROBLEM. DURING APPROACH THE LANDING GEAR INDICATION SYSTEM CIRCUIT BREAKER POPPED AND WOULD NOT RESET. THE ARFF RESPONDED AND THE AIRCRAFT TAXIED TO THE RAMP WITHOUT INCIDENT.",BEECH,1900D,,"OPDEF, Other Than Pi;3260",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010911039179A,2.0,,VMC,Daylight,UNK,Other,Unknown,2001,9,"(-23) THE AIRCRAFT WAS ENROUTE FROM NEWARK, NJ TO SAN FRANCISCO, CA. WAS HIJACKED AND CRASHED IN SHANKSVILLE, PA. T

(-23) THE AIRCRAFT WAS ENROUTE FROM NEWARK, NJ TO SAN FRANCISCO, CA. WAS HIJACKED AND CRASHED IN SHANKSVILLE, PA. THE A/C WAS DESTROYED AND ALL 45 SOULS ON BOARD WERE FATALLY INJURED.",BOEING,757222,,"Miscellaneous, Other;Other, Miscellaneous",,-4.065560573621918,-2.4691358024691357,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010925025709I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2001,9,"(-23) ON SEPTEMBER 25, 2001, AT 1256 CDT, AMERICA WEST FLT. 807 A B757, N908AW, ENROUTE FROM BWI TO PHX DIVERTED TO

(-23) ON SEPTEMBER 25, 2001, AT 1256 CDT, AMERICA WEST FLT. 807 A B757, N908AW, ENROUTE FROM BWI TO PHX DIVERTED TO KANSAS CITY INTERNATIONAL AIRPORT, KANSAS CITY MO. (MCI) REPORTING TO A.T.C A LOSS OF POWER TO NUMBER TWO ENGINE. NO EMERGENCY WAS DECLARED AND A/C LANDED W/O INCIDENT. MAINTENANCE CONCLUDED THAT THE NUMBER TWO ENGINE, P1 AIR LINE FAILED. THE LINE WAS REPLACED, WITH MINIMUM RATED THRUST EPR TESTS PERFORMED, NO ADDITIONAL PROBLEMS. LOG ENTRIES INDICATED THE MALFUNCTION AND CORRECTIVE ACTIONS TAKEN. A/C WAS RETURNED TO SERVICE. INCIDENT #CE2001IAC0069 IS CONSIDERED CLOSED.",BOEING,7572G7,,"OPDEF, Other Than Pi;7711",,-4.065560573621918,-2.4691358024691357,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010824025279I,2.0,,VMC,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) ON 08/24/01, N830AS, A CL-600-2B19 ABORTED TAKE-OFF FROM PITTSBURGH INTERNATIONAL AIRPORT AFTER RECEIVING MAS

(-23) ON 08/24/01, N830AS, A CL-600-2B19 ABORTED TAKE-OFF FROM PITTSBURGH INTERNATIONAL AIRPORT AFTER RECEIVING MASTER CAUTION WARNING AND CHIMES (BRAKE OVER HEAT AND AURAL MESSAGE). THE AIRCRAFT TAXIED BACK TO THE RAMP WITH OUT FURTHER INCIDENT. MAINTENANCE FOUND THAT THE LEFT HAND INBOARD AND OUTBOARD TIRES WERE FLAT. BOTH TIRES AND WHEEL ASSEMBLIES WERE REPLACED, AND THE AIRCRAFT WAS RETURNED TO SERVICE. THIS INCIDENT IS CLOSED.",CNDAIR,CL6002B19,,"OPDEF, Other Than Pi;3244",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010818024319I,2.0,,Unknown,Unknown,UNK,Unknown,5000+,2001,8,"(-23) DEPARTED RUNWAY 31 AT DSM WITH THUNDERSTORMS IN THE VICINITY. AFTER TAKE OFF (FLAPS 8), WE COMMENCED A LEFT T

(-23) DEPARTED RUNWAY 31 AT DSM WITH THUNDERSTORMS IN THE VICINITY. AFTER TAKE OFF (FLAPS 8), WE COMMENCED A LEFT TURN TO AVOID THE STORMS. AT ACCELERATION ALTITUDE, THE FLAPS WERE SELECTED TO (0) DEG. AND WE IMMEDIATELY RECEIVED A FLAPS FAIL AND THE ASSOCIATED CAUTIONS. THE FLAPS WERE STUCK @ 8 DEG. WE FOLLOWED THE CFM PROCEDURES, CALLED DISPATCH AND OPS, LEVELED AT 10,000 FT. WE TOLD DSM APP THAT WE WOULD BE RETURNING TO DSM. THERE WAS A BREAK IN THE THUNDERSTORMS AND EVEN WITH AN OVER WEIGHT LANDING IT WAS DECIDED TO RETURN. LANDING WAS SMOOTH AND UNEVENTFUL.",CNDAIR,CL6002B19,,"OPDEF, Other Than Pi;5753",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
20010826025599I,2.0,,Unknown,Daylight,UNK,Unknown,Unknown,2001,8,"(-23) ON AUGUST 26, 2001, A DELTA AIRLINES B737-300, FLIGHT NUMBER 1802, DEPARTED SLC FOR MCI, WHEN, ON TAKEOFF ROL

(-23) ON AUGUST 26, 2001, A DELTA AIRLINES B737-300, FLIGHT NUMBER 1802, DEPARTED SLC FOR MCI, WHEN, ON TAKEOFF ROLL, THE CREW REPORTED HEARING A NOISE AND RECORDED THAT THEY SUSPECTED A BLOWN TIRE/TREAD SEPARATION. DESPITE THEIR SUSPICION THE CREW CONTINUED TO MCI, WHERE, ACCORDING TO THE REPORT FROM THE REGIONAL OPERATIONS CENTER, AN EMERGENCY WAS DECLARED AND EMERGENCY EQUIPMENT WAS ON STANDBY. THE AIRCRAFT LANDED WITHOUT INCIDENT. UPON INSPECTION OF THE AIRCRAFT, MAINTENANCE PERSONNEL DISCOVERED THE #1 TIRE RECAP HAD SEPARATED FROM THE WHEEL ASSEMBLY. FURTHER INSPECTION FOUND DAMAGE TO THE LEFT MAIN GEAR DOOR, SIGNIFICANT ENOUGH TO HAVE CAUSED THE LOWER (INNER) GEAR DOOR TO DETACH AND LAND ON THE RUNWAY WHILE THE AIRCRAFT LANDED AT MCI. FURTHER DAMAGE WAS DISCOVERED TO THE LEFT INBOARD FORE FLAP, AND TRAILING EDGE FLAP, BOTH OF WHICH REQUIRED REPLACEMENT. IN ADDITION, THERE WAS OTHER MINOR DAMAGE TO ACCESS PANELS, AND SEAL RETAINERS IN LMLG AREA. WITH THIS REPORT INCIDENT NUMBER CE2001IAC0060 IS CONSIDERED CLOSED.",BOEING,737347,,"OPDEF, Other Than Pi;3244",,-2.021059715637319,-4.938271604938271,-10.617044927479268,0.0,mild_decline,mild_decline,strong_decline,unknown,ASIAS
